ConditionIndex,FinalCash
257,3685726.2641969263
258,1185822.334390797
259,24715496.872381553
260,35383442.54191004
261,68901592.12974471
262,35374955.75026051
263,18802868.219968874
264,7567603.562488239
265,197588.01532298667
266,90387430.82392977
267,186048628.63152087
268,72175589.75572565
269,28023329.508142892
270,8658930.619055605
271,3597538.8973669624
272,913010.2622454857
273,50845873.71417875
274,70243023.65674704
275,137758980.96363258
276,58071493.33910353
277,25721682.38914072
278,8362252.657007507
279,119862.80586047709
280,166373523.57614714
281,338191925.4358922
282,105038742.41284342
283,32025764.68788546
284,7677876.190212847
285,2588713.0027939696
286,508279.8301502974
287,87331470.83291136
288,113851201.92531492
289,219954847.4325425
290,74004277.60580947
291,26675497.305213045
292,6855247.017605835
293,52810.63083838949
294,373699.2148177595
295,610827.0588615976
296,450989.21997714037
297,457191.0466803896
298,356598.23248769663
299,327043.71332584345
300,131668.66452605283
301,335758.4516569678
302,462948.1138013364
303,626653.9787130224
304,596298.5746384158
305,559681.1509078351
306,383729.7187077998
307,108882.51479780064
308,1905698.5052428206
309,3516356.7983401893
310,2241816.4629297405
311,2173157.4589770194
312,1487462.8480666424
313,1272299.762523518
314,363128.28530936904
315,1655650.479326397
316,2436972.6169470116
317,3494483.5028692004
318,3120246.7828378207
319,2737557.6973305545
320,1588736.747711843
321,284853.6622171988
322,8195090.755422088
323,16708136.269074459
324,8989616.203053739
325,8122081.541419187
326,4762629.020025847
327,3720602.710070857
328,737195.4149079958
329,6891469.558148357
330,10603011.25610147
331,15762297.860062527
332,12888919.641411878
333,10325796.211633522
334,4968372.39230823
335,551709.3971169854
336,29736104.381888468
337,65559282.93523654
338,29090863.864279445
339,23859929.096047476
340,11699099.976592813
341,8171164.372006471
342,1100153.34773665
343,24227510.857578915
344,38146973.68488018
345,57533873.07868535
346,42018805.68111603
347,30021813.035402745
348,11728089.195674473
349,790270.2147596634
350,91067817.02307233
351,212455514.59937277
352,75970824.24643074
353,55043475.15800393
354,22023226.63907427
355,13456288.105096156
356,1204334.8245039613
357,71956368.772718
358,113496666.05840369
359,169948731.01547402
360,108028382.13245893
361,67216202.50823072
362,20870979.82355773
363,835747.8221289237
364,235395847.14485916
365,568534820.458933
366,160055301.87822175
367,99576903.21094792
368,31717616.376678336
369,16579747.228184728
370,964278.9643871669
371,180545312.98560032
372,279197174.43097717
373,406150156.37526387
374,218747292.24912268
375,115708626.36152095
376,27948101.816600446
377,650985.7614852783
378,513433465.11975676
379,1255776616.6093879
380,271865864.0065084
381,140982774.79943413
382,34866994.324569315
383,15239754.775989937
384,562585.3600904493
385,382604006.7841219
386,567599334.706302
387,784851517.9140849
388,348228020.66177547
389,152822994.73206744
390,28091239.79344038
391,372314.6475435578
392,373699.2148177595
393,610827.0588615976
394,450989.21997714037
395,457191.0466803896
396,356598.23248769663
397,327043.71332584345
398,131668.66452605283
399,335758.4516569678
400,462948.1138013364
401,626653.9787130224
402,596298.5746384158
403,559681.1509078351
404,383729.7187077998
405,108882.51479780064
406,1905698.5052428206
407,3516356.7983401893
408,2241816.4629297405
409,2173157.4589770194
410,1487462.8480666424
411,1272299.762523518
412,363128.28530936904
413,1655650.479326397
414,2436972.6169470116
415,3494483.5028692004
416,3120246.7828378207
417,2737557.6973305545
418,1588736.747711843
419,284853.6622171988
420,8195090.755422088
421,16708136.269074459
422,8989616.203053739
423,8122081.541419187
424,4762629.020025847
425,3720602.710070857
426,737195.4149079958
427,6891469.558148357
428,10603011.25610147
429,15762297.860062527
430,12888919.641411878
431,10325796.211633522
432,4968372.39230823
433,551709.3971169854
434,29736104.381888468
435,65559282.93523654
436,29090863.864279445
437,23859929.096047476
438,11699099.976592813
439,8171164.372006471
440,1100153.34773665
441,24227510.857578915
442,38146973.68488018
443,57533873.07868535
444,42018805.68111603
445,30021813.035402745
446,11728089.195674473
447,790270.2147596634
448,91067817.02307233
449,212455514.59937277
450,75970824.24643074
451,55043475.15800393
452,22023226.63907427
453,13456288.105096156
454,1204334.8245039613
455,71956368.772718
456,113496666.05840369
457,169948731.01547402
458,108028382.13245893
459,67216202.50823072
460,20870979.82355773
461,835747.8221289237
462,235395847.14485916
463,568534820.458933
464,160055301.87822175
465,99576903.21094792
466,31717616.376678336
467,16579747.228184728
468,964278.9643871669
469,180545312.98560032
470,279197174.43097717
471,406150156.37526387
472,218747292.24912268
473,115708626.36152095
474,27948101.816600446
475,650985.7614852783
476,513433465.11975676
477,1255776616.6093879
478,271865864.0065084
479,140982774.79943413
480,34866994.324569315
481,15239754.775989937
482,562585.3600904493
483,382604006.7841219
484,567599334.706302
485,784851517.9140849
486,348228020.66177547
487,152822994.73206744
488,28091239.79344038
489,372314.6475435578
490,373699.2148177595
491,610827.0588615976
492,450989.21997714037
493,457191.0466803896
494,356598.23248769663
495,327043.71332584345
496,131668.66452605283
497,335758.4516569678
498,462948.1138013364
499,626653.9787130224
500,596298.5746384158
501,559681.1509078351
502,383729.7187077998
503,108882.51479780064
504,1905698.5052428206
505,3516356.7983401893
506,2241816.4629297405
507,2173157.4589770194
508,1487462.8480666424
509,1272299.762523518
510,363128.28530936904
511,1655650.479326397
512,2436972.6169470116
513,3494483.5028692004
514,3120246.7828378207
515,2737557.6973305545
516,1588736.747711843
517,284853.6622171988
518,8195090.755422088
519,16708136.269074459
520,8989616.203053739
521,8122081.541419187
522,4762629.020025847
523,3720602.710070857
524,737195.4149079958
525,6891469.558148357
526,10603011.25610147
527,15762297.860062527
528,12888919.641411878
529,10325796.211633522
530,4968372.39230823
531,551709.3971169854
532,29736104.381888468
533,65559282.93523654
534,29090863.864279445
535,23859929.096047476
536,11699099.976592813
537,8171164.372006471
538,1100153.34773665
539,24227510.857578915
540,38146973.68488018
541,57533873.07868535
542,42018805.68111603
543,30021813.035402745
544,11728089.195674473
545,790270.2147596634
546,91067817.02307233
547,212455514.59937277
548,75970824.24643074
549,55043475.15800393
550,22023226.63907427
551,13456288.105096156
552,1204334.8245039613
553,71956368.772718
554,113496666.05840369
555,169948731.01547402
556,108028382.13245893
557,67216202.50823072
558,20870979.82355773
559,835747.8221289237
560,235395847.14485916
561,568534820.458933
562,160055301.87822175
563,99576903.21094792
564,31717616.376678336
565,16579747.228184728
566,964278.9643871669
567,180545312.98560032
568,279197174.43097717
569,406150156.37526387
570,218747292.24912268
571,115708626.36152095
572,27948101.816600446
573,650985.7614852783
574,513433465.11975676
575,1255776616.6093879
576,271865864.0065084
577,140982774.79943413
578,34866994.324569315
579,15239754.775989937
580,562585.3600904493
581,382604006.7841219
582,567599334.706302
583,784851517.9140849
584,348228020.66177547
585,152822994.73206744
586,28091239.79344038
587,372314.6475435578
588,259153.7979554676
589,378468.21487551444
590,211965.58019508977
591,281536.80604453076
592,224925.4054998305
593,248053.4169874819
594,128522.14196187125
595,277552.4233485287
596,303286.5013426256
597,277056.63462942763
598,349373.92633256083
599,350874.5828106714
600,308877.45558115584
601,75706.63644047116
602,1205125.9652106236
603,1904554.7810638538
604,842605.7269519174
605,1174007.0698183146
606,828406.8079569753
607,903641.0651645524
608,362139.05145566806
609,1323616.4475830877
610,1423488.1763440128
611,1210753.6100710153
612,1574201.1616968457
613,1512958.7068668418
614,1223357.5332350223
615,180512.21461870393
616,4796012.123114324
617,8010498.994424716
618,2740050.785469165
619,3908764.091984232
620,2376333.5738225146
621,2507587.509174624
622,762676.7203608048
623,5408121.6309991535
624,5595306.031411474
625,4340343.021273502
626,5679485.196044412
627,5105562.408369337
628,3711338.9753442877
629,323187.0123260383
630,16343352.925456544
631,28173384.712389313
632,7291422.341812638
633,10386816.157415327
634,5306483.666592493
635,5296045.793941596
636,1199331.0980373994
637,18942254.251662567
638,18427193.232136693
639,12768442.361855341
640,16402639.374600362
641,13477535.34965731
642,8618623.002551707
643,434039.0060369277
644,47700111.53864317
645,82868583.95039465
646,15876888.550256185
647,22009557.543882716
648,9214453.307145268
649,8500202.785855081
650,1405853.813812701
651,56887439.22487318
652,50851631.05642643
653,30824849.947914686
654,37889995.2076482
655,27803273.224042535
656,15301558.732927967
657,436510.121621368
658,119236379.56543577
659,203817871.44600344
660,28278613.81336766
661,37137602.352361076
662,12421611.157194834
663,10345585.314211011
664,1225502.5389888503
665,146483729.2041471
666,117565458.80993724
667,61049262.22306007
668,69914990.59397708
669,44754053.8724824
670,20731396.54177385
671,327961.09407031635
672,255214659.94777805
673,418996579.6623336
674,41172096.84712167
675,49801185.87145373
676,12970402.756180977
677,9521256.608186116
678,791975.8066965941
679,323327402.8071464
680,227608731.97117996
681,99133294.22171749
682,102859502.0729332
683,56092106.64673046
684,21382037.467566248
685,183515.3665760608
686,259153.7979554676
687,378468.21487551444
688,211965.58019508977
689,281536.80604453076
690,224925.4054998305
691,248053.4169874819
692,128522.14196187125
693,277552.4233485287
694,303286.5013426256
695,277056.63462942763
696,349373.92633256083
697,350874.5828106714
698,308877.45558115584
699,75706.63644047116
700,1205125.9652106236
701,1904554.7810638538
702,842605.7269519174
703,1174007.0698183146
704,828406.8079569753
705,903641.0651645524
706,362139.05145566806
707,1323616.4475830877
708,1423488.1763440128
709,1210753.6100710153
710,1574201.1616968457
711,1512958.7068668418
712,1223357.5332350223
713,180512.21461870393
714,4796012.123114324
715,8010498.994424716
716,2740050.785469165
717,3908764.091984232
718,2376333.5738225146
719,2507587.509174624
720,762676.7203608048
721,5408121.6309991535
722,5595306.031411474
723,4340343.021273502
724,5679485.196044412
725,5105562.408369337
726,3711338.9753442877
727,323187.0123260383
728,16343352.925456544
729,28173384.712389313
730,7291422.341812638
731,10386816.157415327
732,5306483.666592493
733,5296045.793941596
734,1199331.0980373994
735,18942254.251662567
736,18427193.232136693
737,12768442.361855341
738,16402639.374600362
739,13477535.34965731
740,8618623.002551707
741,434039.0060369277
742,47700111.53864317
743,82868583.95039465
744,15876888.550256185
745,22009557.543882716
746,9214453.307145268
747,8500202.785855081
748,1405853.813812701
749,56887439.22487318
750,50851631.05642643
751,30824849.947914686
752,37889995.2076482
753,27803273.224042535
754,15301558.732927967
755,436510.121621368
756,119236379.56543577
757,203817871.44600344
758,28278613.81336766
759,37137602.352361076
760,12421611.157194834
761,10345585.314211011
762,1225502.5389888503
763,146483729.2041471
764,117565458.80993724
765,61049262.22306007
766,69914990.59397708
767,44754053.8724824
768,20731396.54177385
769,327961.09407031635
770,255214659.94777805
771,418996579.6623336
772,41172096.84712167
773,49801185.87145373
774,12970402.756180977
775,9521256.608186116
776,791975.8066965941
777,323327402.8071464
778,227608731.97117996
779,99133294.22171749
780,102859502.0729332
781,56092106.64673046
782,21382037.467566248
783,183515.3665760608
784,259153.7979554676
785,378468.21487551444
786,211965.58019508977
787,281536.80604453076
788,224925.4054998305
789,248053.4169874819
790,128522.14196187125
791,277552.4233485287
792,303286.5013426256
793,277056.63462942763
794,349373.92633256083
795,350874.5828106714
796,308877.45558115584
797,75706.63644047116
798,1205125.9652106236
799,1904554.7810638538
800,842605.7269519174
801,1174007.0698183146
802,828406.8079569753
803,903641.0651645524
804,362139.05145566806
805,1323616.4475830877
806,1423488.1763440128
807,1210753.6100710153
808,1574201.1616968457
809,1512958.7068668418
810,1223357.5332350223
811,180512.21461870393
812,4796012.123114324
813,8010498.994424716
814,2740050.785469165
815,3908764.091984232
816,2376333.5738225146
817,2507587.509174624
818,762676.7203608048
819,5408121.6309991535
820,5595306.031411474
821,4340343.021273502
822,5679485.196044412
823,5105562.408369337
824,3711338.9753442877
825,323187.0123260383
826,16343352.925456544
827,28173384.712389313
828,7291422.341812638
829,10386816.157415327
830,5306483.666592493
831,5296045.793941596
832,1199331.0980373994
833,18942254.251662567
834,18427193.232136693
835,12768442.361855341
836,16402639.374600362
837,13477535.34965731
838,8618623.002551707
839,434039.0060369277
840,47700111.53864317
841,82868583.95039465
842,15876888.550256185
843,22009557.543882716
844,9214453.307145268
845,8500202.785855081
846,1405853.813812701
847,56887439.22487318
848,50851631.05642643
849,30824849.947914686
850,37889995.2076482
851,27803273.224042535
852,15301558.732927967
853,436510.121621368
854,119236379.56543577
855,203817871.44600344
856,28278613.81336766
857,37137602.352361076
858,12421611.157194834
859,10345585.314211011
860,1225502.5389888503
861,146483729.2041471
862,117565458.80993724
863,61049262.22306007
864,69914990.59397708
865,44754053.8724824
866,20731396.54177385
867,327961.09407031635
868,255214659.94777805
869,418996579.6623336
870,41172096.84712167
871,49801185.87145373
872,12970402.756180977
873,9521256.608186116
874,791975.8066965941
875,323327402.8071464
876,227608731.97117996
877,99133294.22171749
878,102859502.0729332
879,56092106.64673046
880,21382037.467566248
881,183515.3665760608
882,215052.07091154662
883,242994.40274350846
884,130189.70717468369
885,111441.00556525655
886,114613.94031710975
887,162751.4716128978
888,73113.0692899421
889,207981.81010778146
890,212761.10770726882
891,154692.8297498074
892,164321.85019433007
893,124010.36331058767
894,151959.65263098778
895,38957.5977151136
896,961501.5488163707
897,1085294.3987456216
898,452891.1453654808
899,351247.54304581846
900,347663.4326793071
901,531304.6059915923
902,176589.07370949088
903,921313.3391677972
904,913678.817487789
905,573126.4687375079
906,592520.0267188214
907,390049.63870412274
908,491529.2976521781
909,77055.6849815274
910,3721384.3250450017
911,4108561.1530192117
912,1307377.1620713363
913,896539.1532731975
914,833851.4793739346
915,1341619.7136808217
916,324232.20726559876
917,3536137.02836634
918,3333887.569339695
919,1766998.533414668
920,1734928.773607916
921,974955.7356017656
922,1238605.887368044
923,116431.10566148911
924,12475378.662698857
925,13188695.358740719
926,3132556.4782300466
927,1852164.6971250921
928,1580352.7649806403
929,2618255.581492506
930,452123.42269437993
931,11765987.352739193
932,10340234.35161914
933,4534638.063926766
934,4123294.064461683
935,1935572.7710885815
936,2430042.78373263
937,134258.65940181754
938,36233454.43231135
939,35901913.016864814
940,6229209.667525016
941,3093769.640240355
942,2363972.1655582874
943,3943256.128725245
944,478048.1852454451
945,33947615.129302904
946,27261810.008172467
947,9685724.835974995
948,7946640.860278914
949,3048727.9306225497
950,3707517.828160395
951,117952.6684193488
952,91174960.33962221
953,82860966.95661478
954,10275796.985837584
955,4171758.761216272
956,2786146.8385442896
957,4573570.840394725
958,382405.63514104293
959,84931201.59971225
960,61084054.33570791
961,17212253.53577803
962,12401554.038143119
963,3803731.844841442
964,4391303.84713234
965,78772.23159382406
966,198727627.21289313
967,162070266.30735552
968,14052016.30341131
969,4531733.915748016
970,2581289.0869812993
971,4074023.1359171825
972,230747.73031607835
973,184205390.48333406
974,116264506.33999728
975,25431695.822675772
976,15641114.963368844
977,3750924.8302771375
978,4028495.205519164
979,39870.42017993826
980,215052.07091154662
981,242994.40274350846
982,130189.70717468369
983,111441.00556525655
984,114613.94031710975
985,162751.4716128978
986,73113.0692899421
987,207981.81010778146
988,212761.10770726882
989,154692.8297498074
990,164321.85019433007
991,124010.36331058767
992,151959.65263098778
993,38957.5977151136
994,961501.5488163707
995,1085294.3987456216
996,452891.1453654808
997,351247.54304581846
998,347663.4326793071
999,531304.6059915923
1000,176589.07370949088
1001,921313.3391677972
1002,913678.817487789
1003,573126.4687375079
1004,592520.0267188214
1005,390049.63870412274
1006,491529.2976521781
1007,77055.6849815274
1008,3721384.3250450017
1009,4108561.1530192117
1010,1307377.1620713363
1011,896539.1532731975
1012,833851.4793739346
1013,1341619.7136808217
1014,324232.20726559876
1015,3536137.02836634
1016,3333887.569339695
1017,1766998.533414668
1018,1734928.773607916
1019,974955.7356017656
1020,1238605.887368044
1021,116431.10566148911
1022,12475378.662698857
1023,13188695.358740719
1024,3132556.4782300466
1025,1852164.6971250921
1026,1580352.7649806403
1027,2618255.581492506
1028,452123.42269437993
1029,11765987.352739193
1030,10340234.35161914
1031,4534638.063926766
1032,4123294.064461683
1033,1935572.7710885815
1034,2430042.78373263
1035,134258.65940181754
1036,36233454.43231135
1037,35901913.016864814
1038,6229209.667525016
1039,3093769.640240355
1040,2363972.1655582874
1041,3943256.128725245
1042,478048.1852454451
1043,33947615.129302904
1044,27261810.008172467
1045,9685724.835974995
1046,7946640.860278914
1047,3048727.9306225497
1048,3707517.828160395
1049,117952.6684193488
1050,91174960.33962221
1051,82860966.95661478
1052,10275796.985837584
1053,4171758.761216272
1054,2786146.8385442896
1055,4573570.840394725
1056,382405.63514104293
1057,84931201.59971225
1058,61084054.33570791
1059,17212253.53577803
1060,12401554.038143119
1061,3803731.844841442
1062,4391303.84713234
1063,78772.23159382406
1064,198727627.21289313
1065,162070266.30735552
1066,14052016.30341131
1067,4531733.915748016
1068,2581289.0869812993
1069,4074023.1359171825
1070,230747.73031607835
1071,184205390.48333406
1072,116264506.33999728
1073,25431695.822675772
1074,15641114.963368844
1075,3750924.8302771375
1076,4028495.205519164
1077,39870.42017993826
1078,215052.07091154662
1079,242994.40274350846
1080,130189.70717468369
1081,111441.00556525655
1082,114613.94031710975
1083,162751.4716128978
1084,73113.0692899421
1085,207981.81010778146
1086,212761.10770726882
1087,154692.8297498074
1088,164321.85019433007
1089,124010.36331058767
1090,151959.65263098778
1091,38957.5977151136
1092,961501.5488163707
1093,1085294.3987456216
1094,452891.1453654808
1095,351247.54304581846
1096,347663.4326793071
1097,531304.6059915923
1098,176589.07370949088
1099,921313.3391677972
1100,913678.817487789
1101,573126.4687375079
1102,592520.0267188214
1103,390049.63870412274
1104,491529.2976521781
1105,77055.6849815274
1106,3721384.3250450017
1107,4108561.1530192117
1108,1307377.1620713363
1109,896539.1532731975
1110,833851.4793739346
1111,1341619.7136808217
1112,324232.20726559876
1113,3536137.02836634
1114,3333887.569339695
1115,1766998.533414668
1116,1734928.773607916
1117,974955.7356017656
1118,1238605.887368044
1119,116431.10566148911
1120,12475378.662698857
1121,13188695.358740719
1122,3132556.4782300466
1123,1852164.6971250921
1124,1580352.7649806403
1125,2618255.581492506
1126,452123.42269437993
1127,11765987.352739193
1128,10340234.35161914
1129,4534638.063926766
1130,4123294.064461683
1131,1935572.7710885815
1132,2430042.78373263
1133,134258.65940181754
1134,36233454.43231135
1135,35901913.016864814
1136,6229209.667525016
1137,3093769.640240355
1138,2363972.1655582874
1139,3943256.128725245
1140,478048.1852454451
1141,33947615.129302904
1142,27261810.008172467
1143,9685724.835974995
1144,7946640.860278914
1145,3048727.9306225497
1146,3707517.828160395
1147,117952.6684193488
1148,91174960.33962221
1149,82860966.95661478
1150,10275796.985837584
1151,4171758.761216272
1152,2786146.8385442896
1153,4573570.840394725
1154,382405.63514104293
1155,84931201.59971225
1156,61084054.33570791
1157,17212253.53577803
1158,12401554.038143119
1159,3803731.844841442
1160,4391303.84713234
1161,78772.23159382406
1162,198727627.21289313
1163,162070266.30735552
1164,14052016.30341131
1165,4531733.915748016
1166,2581289.0869812993
1167,4074023.1359171825
1168,230747.73031607835
1169,184205390.48333406
1170,116264506.33999728
1171,25431695.822675772
1172,15641114.963368844
1173,3750924.8302771375
1174,4028495.205519164
1175,39870.42017993826
1176,220040.41739655036
1177,261373.959498597
1178,171465.78224599292
1179,99956.20230611094
1180,77725.20883111905
1181,142807.9014565698
1182,54617.11040803931
1183,257517.29732580498
1184,201164.1271842409
1185,195695.0171185012
1186,118585.85349724098
1187,88871.37319427259
1188,80552.63235854676
1189,35898.41530995248
1190,1013150.5108466469
1191,1225504.93927744
1192,669606.1344484445
1193,311424.98903269443
1194,212516.24339066359
1195,459538.1290932711
1196,122913.39532610399
1197,1252587.2860545705
1198,868536.7062048473
1199,803129.659723158
1200,393137.9195900196
1201,256562.11791213424
1202,216512.82100476854
1203,71014.26288985761
1204,4082454.9618893587
1205,4930073.244964504
1206,2196030.693253883
1207,795535.6488379117
1208,465363.82059073664
1209,1160715.7536779733
1210,213089.91316732758
1211,5338519.270658368
1212,3224981.637779856
1213,2775905.1562212827
1214,1071515.0207441228
1215,596123.6002692262
1216,459369.97800081683
1217,108799.32662583975
1218,14404431.123333046
1219,17024406.52580795
1220,6049825.293517909
1221,1665354.8120778506
1222,815623.4438779791
1223,2299419.4776738225
1224,284324.67593182373
1225,19947997.091721863
1226,10302642.25657695
1227,8082800.443413042
1228,2400013.0402049567
1229,1114188.7820539214
1230,768849.2753924491
1231,128969.34044971444
1232,44516011.887997806
1233,50468722.274920516
1234,13998666.006116878
1235,2853989.4067785447
1236,1142800.833534118
1237,3567706.736909271
1238,291522.9688942785
1239,65367974.77702224
1240,28319913.77061057
1241,19825810.64417797
1242,4413601.31438376
1243,1673386.354634033
1244,1013917.1371765453
1245,118093.53279436562
1246,120501423.27952422
1247,128421280.51223354
1248,27195244.408624288
1249,3997948.48326042
1250,1277868.380153713
1251,4326798.248809345
1252,229180.9610372426
1253,187859095.34827963
1254,66969942.81012252
1255,40950360.33632614
1256,6654645.2100913245
1257,2016320.955960907
1258,1051698.9600288777
1259,83343.9123057693
1260,285653362.0706647
1261,280376688.93767947
1262,44326745.65398659
1263,4568467.87895376
1264,1137720.247504706
1265,4090680.418814825
1266,137744.72085138588
1267,473391543.4132909
1268,136185419.24656683
1269,71182306.14109723
1270,8210477.704393416
1271,1945002.4340662744
1272,856052.5150543675
1273,45203.06657170777
1274,220040.41739655036
1275,261373.959498597
1276,171465.78224599292
1277,99956.20230611094
1278,77725.20883111905
1279,142807.9014565698
1280,54617.11040803931
1281,257517.29732580498
1282,201164.1271842409
1283,195695.0171185012
1284,118585.85349724098
1285,88871.37319427259
1286,80552.63235854676
1287,35898.41530995248
1288,1013150.5108466469
1289,1225504.93927744
1290,669606.1344484445
1291,311424.98903269443
1292,212516.24339066359
1293,459538.1290932711
1294,122913.39532610399
1295,1252587.2860545705
1296,868536.7062048473
1297,803129.659723158
1298,393137.9195900196
1299,256562.11791213424
1300,216512.82100476854
1301,71014.26288985761
1302,4082454.9618893587
1303,4930073.244964504
1304,2196030.693253883
1305,795535.6488379117
1306,465363.82059073664
1307,1160715.7536779733
1308,213089.91316732758
1309,5338519.270658368
1310,3224981.637779856
1311,2775905.1562212827
1312,1071515.0207441228
1313,596123.6002692262
1314,459369.97800081683
1315,108799.32662583975
1316,14404431.123333046
1317,17024406.52580795
1318,6049825.293517909
1319,1665354.8120778506
1320,815623.4438779791
1321,2299419.4776738225
1322,284324.67593182373
1323,19947997.091721863
1324,10302642.25657695
1325,8082800.443413042
1326,2400013.0402049567
1327,1114188.7820539214
1328,768849.2753924491
1329,128969.34044971444
1330,44516011.887997806
1331,50468722.274920516
1332,13998666.006116878
1333,2853989.4067785447
1334,1142800.833534118
1335,3567706.736909271
1336,291522.9688942785
1337,65367974.77702224
1338,28319913.77061057
1339,19825810.64417797
1340,4413601.31438376
1341,1673386.354634033
1342,1013917.1371765453
1343,118093.53279436562
1344,120501423.27952422
