ConditionIndex,FinalCash
12042,4796637.666993371
12043,1002946.9392558156
12044,800261.5616102004
12045,1680788.7061199562
12046,230556.91906464816
12047,2941263.311843041
12048,4541697.5144205075
12049,17741627.986362923
12050,1236233.540463995
12051,1686267.3005935277
12052,490149.82342242735
12053,167451.86112712984
12054,19336.67324867728
12055,45615.865118156304
12056,42946.0982772843
12057,30220.197700152225
12058,30263.18186213459
12059,26520.36026326213
12060,17600.31428392623
12061,18597.003323412933
12062,28455.339992769754
12063,56766.088260918645
12064,32158.673618921788
12065,43028.441128303355
12066,20773.74023167296
12067,12963.693494698819
12068,43567.699892740355
12069,132722.247678668
12070,118366.4127489329
12071,71489.63879454104
12072,69067.73216552314
12073,56039.76551773329
12074,31304.863282708182
12075,41494.28579898714
12076,71079.80267379938
12077,173325.0841698861
12078,78150.736818049
12079,111851.49037800787
12080,40949.09132366182
12081,21207.21407337292
12082,90144.80330593746
12083,349246.1019704101
12084,289990.67270084715
12085,147542.20318019495
12086,135015.83063565643
12087,99730.50184723198
12088,46062.255920873766
12089,85159.91139437509
12090,160947.77023725197
12091,472686.01831380086
12092,166215.6191872775
12093,250687.98500560378
12094,68411.54600993128
12095,28965.099929657146
12096,171405.19207721797
12097,831689.2180257428
12098,631815.1396941873
12099,265594.4801603004
12100,225983.6855671854
12101,149376.22459791435
12102,56025.57197305253
12103,160879.5143623709
12104,330552.8467685092
12105,1152014.8372004903
12106,309341.8100555375
12107,484304.0115410265
12108,96827.17131601032
12109,33006.69776978591
12110,299640.8850131215
12111,1792987.6875580475
12112,1224332.6821494666
12113,416720.1871243555
12114,323566.831323996
12115,188070.22487702884
12116,56252.77381765474
12117,279882.0148471795
12118,615942.688874741
12119,2509633.19305996
12120,503443.135621772
12121,805878.4382830713
12122,115998.70393710956
12123,31341.35399525905
12124,481677.0126598304
12125,3499557.3029028857
12126,2109803.3542222935
12127,569221.4610472872
12128,395765.7036779845
12129,198684.0201344203
12130,46533.84575043588
12131,448482.75612065365
12132,1041355.2315513646
12133,4886567.671414784
12134,715684.5651596148
12135,1153595.4409694553
12136,117458.51607823344
12137,24753.034672960897
12138,712006.495377833
12139,6183038.584252377
12140,3231739.448413518
12141,675770.2156732677
12142,412722.6631964145
12143,175697.52307189826
12144,31632.554082428454
12145,661931.0947311092
12146,1597110.5249035424
12147,8501740.73994967
12148,887258.1986602162
12149,1418119.3978147465
12150,100333.70891658092
12151,16220.90583421838
12152,19336.67324867728
12153,45615.865118156304
12154,42946.0982772843
12155,30220.197700152225
12156,30263.18186213459
12157,26520.36026326213
12158,17600.31428392623
12159,18597.003323412933
12160,28455.339992769754
12161,56766.088260918645
12162,32158.673618921788
12163,43028.441128303355
12164,20773.74023167296
12165,12963.693494698819
12166,43567.699892740355
12167,132722.247678668
12168,118366.4127489329
12169,71489.63879454104
12170,69067.73216552314
12171,56039.76551773329
12172,31304.863282708182
12173,41494.28579898714
12174,71079.80267379938
12175,173325.0841698861
12176,78150.736818049
12177,111851.49037800787
12178,40949.09132366182
12179,21207.21407337292
12180,90144.80330593746
12181,349246.1019704101
12182,289990.67270084715
12183,147542.20318019495
12184,135015.83063565643
12185,99730.50184723198
12186,46062.255920873766
12187,85159.91139437509
12188,160947.77023725197
12189,472686.01831380086
12190,166215.6191872775
12191,250687.98500560378
12192,68411.54600993128
12193,28965.099929657146
12194,171405.19207721797
12195,831689.2180257428
12196,631815.1396941873
12197,265594.4801603004
12198,225983.6855671854
12199,149376.22459791435
12200,56025.57197305253
12201,160879.5143623709
12202,330552.8467685092
12203,1152014.8372004903
12204,309341.8100555375
12205,484304.0115410265
12206,96827.17131601032
12207,33006.69776978591
12208,299640.8850131215
12209,1792987.6875580475
12210,1224332.6821494666
12211,416720.1871243555
12212,323566.831323996
12213,188070.22487702884
12214,56252.77381765474
12215,279882.0148471795
12216,615942.688874741
12217,2509633.19305996
12218,503443.135621772
12219,805878.4382830713
12220,115998.70393710956
12221,31341.35399525905
12222,481677.0126598304
12223,3499557.3029028857
12224,2109803.3542222935
12225,569221.4610472872
12226,395765.7036779845
12227,198684.0201344203
12228,46533.84575043588
12229,448482.75612065365
12230,1041355.2315513646
12231,4886567.671414784
12232,715684.5651596148
12233,1153595.4409694553
12234,117458.51607823344
12235,24753.034672960897
12236,712006.495377833
12237,6183038.584252377
12238,3231739.448413518
12239,675770.2156732677
12240,412722.6631964145
12241,175697.52307189826
12242,31632.554082428454
12243,661931.0947311092
12244,1597110.5249035424
12245,8501740.73994967
12246,887258.1986602162
12247,1418119.3978147465
12248,100333.70891658092
12249,16220.90583421838
12250,19336.67324867728
12251,45615.865118156304
12252,42946.0982772843
12253,30220.197700152225
12254,30263.18186213459
12255,26520.36026326213
12256,17600.31428392623
12257,18597.003323412933
12258,28455.339992769754
12259,56766.088260918645
12260,32158.673618921788
12261,43028.441128303355
12262,20773.74023167296
12263,12963.693494698819
12264,43567.699892740355
12265,132722.247678668
12266,118366.4127489329
12267,71489.63879454104
12268,69067.73216552314
12269,56039.76551773329
12270,31304.863282708182
12271,41494.28579898714
12272,71079.80267379938
12273,173325.0841698861
12274,78150.736818049
12275,111851.49037800787
12276,40949.09132366182
12277,21207.21407337292
12278,90144.80330593746
12279,349246.1019704101
12280,289990.67270084715
12281,147542.20318019495
12282,135015.83063565643
12283,99730.50184723198
12284,46062.255920873766
12285,85159.91139437509
12286,160947.77023725197
12287,472686.01831380086
12288,166215.6191872775
12289,250687.98500560378
12290,68411.54600993128
12291,28965.099929657146
12292,171405.19207721797
12293,831689.2180257428
12294,631815.1396941873
12295,265594.4801603004
12296,225983.6855671854
12297,149376.22459791435
12298,56025.57197305253
12299,160879.5143623709
12300,330552.8467685092
12301,1152014.8372004903
12302,309341.8100555375
12303,484304.0115410265
12304,96827.17131601032
12305,33006.69776978591
12306,299640.8850131215
12307,1792987.6875580475
12308,1224332.6821494666
12309,416720.1871243555
12310,323566.831323996
12311,188070.22487702884
12312,56252.77381765474
12313,279882.0148471795
12314,615942.688874741
12315,2509633.19305996
12316,503443.135621772
12317,805878.4382830713
12318,115998.70393710956
12319,31341.35399525905
12320,481677.0126598304
12321,3499557.3029028857
12322,2109803.3542222935
12323,569221.4610472872
12324,395765.7036779845
12325,198684.0201344203
12326,46533.84575043588
12327,448482.75612065365
12328,1041355.2315513646
12329,4886567.671414784
12330,715684.5651596148
12331,1153595.4409694553
12332,117458.51607823344
12333,24753.034672960897
12334,712006.495377833
12335,6183038.584252377
12336,3231739.448413518
12337,675770.2156732677
12338,412722.6631964145
12339,175697.52307189826
12340,31632.554082428454
12341,661931.0947311092
12342,1597110.5249035424
12343,8501740.73994967
12344,887258.1986602162
12345,1418119.3978147465
12346,100333.70891658092
12347,16220.90583421838
12348,12217.673643215037
12349,30501.305032214263
12350,28003.406567045087
12351,31067.379932132648
12352,29300.920940027834
12353,31445.587012284475
12354,25783.720213031836
12355,12376.619774464032
12356,22896.663683493312
12357,37666.01598656529
12358,27821.339885619396
12359,35332.20626894043
12360,24064.495168487
12361,19833.380547239092
12362,23996.684559260317
12363,79042.51832022188
12364,68401.11385977056
12365,76203.58043378805
12366,68076.12842292435
12367,72338.50215127003
12368,53757.4952944379
12369,24499.76373914398
12370,54189.83573009239
12371,102481.88783517828
12372,66076.04112804166
12373,88498.56443797509
12374,51394.38876440886
12375,38498.43689053656
12376,43625.44899792994
12377,186962.7363994469
12378,150139.80691609439
12379,165323.14267464087
12380,137461.6420355718
12381,142161.5522222336
12382,94207.03908720912
12383,44969.31307555106
12384,117340.0561591872
12385,251727.48143619142
12386,139108.2155658129
12387,193921.21715814367
12388,94517.07824420955
12389,63325.31426476782
12390,73464.24730238528
12391,403911.0009765112
12392,296288.0180435505
12393,317214.02554344595
12394,241186.33325110585
12395,238536.4810553436
12396,138669.73044222104
12397,76593.26787774063
12398,232609.73410596198
12399,558515.0058619808
12400,259571.19251455777
12401,371711.3643273419
12402,149652.44782289353
12403,88217.82143854313
12404,114644.84400612969
12405,797263.1016549935
12406,525749.1891908771
12407,538026.7737099014
12408,367456.91042430454
12409,341354.7862958944
12410,171232.81457205975
12411,121111.17848365607
12412,422278.9697428499
12413,1119576.9335764565
12414,429046.327021879
12415,622933.3229689312
12416,203867.23834017155
12417,103967.1130464573
12418,165831.9858258925
12419,1437940.2502985438
12420,838743.3011630741
12421,805871.0085252979
12422,485547.80945527635
12423,415925.582711209
12424,177052.27334881114
12425,177825.84550860655
12426,702082.869391109
12427,2027521.5658731589
12428,627547.6495935573
12429,911796.5263512067
12430,238674.01533816548
12431,103483.59306033247
12432,222342.5913799437
12433,2369424.666599492
12434,1202531.5012818843
12435,1064404.1815229876
12436,555515.1069202921
12437,430531.92363244534
12438,152917.26346932646
12439,242456.10545906817
12440,1068872.0594896253
12441,3316217.1951162945
12442,811003.5689616316
12443,1163935.328490295
12444,239740.1530193485
12445,86795.72495486173
12446,12217.673643215037
12447,30501.305032214263
12448,28003.406567045087
12449,31067.379932132648
12450,29300.920940027834
12451,31445.587012284475
12452,25783.720213031836
12453,12376.619774464032
12454,22896.663683493312
12455,37666.01598656529
12456,27821.339885619396
12457,35332.20626894043
12458,24064.495168487
12459,19833.380547239092
12460,23996.684559260317
12461,79042.51832022188
12462,68401.11385977056
12463,76203.58043378805
12464,68076.12842292435
12465,72338.50215127003
12466,53757.4952944379
12467,24499.76373914398
12468,54189.83573009239
12469,102481.88783517828
12470,66076.04112804166
12471,88498.56443797509
12472,51394.38876440886
12473,38498.43689053656
12474,43625.44899792994
12475,186962.7363994469
12476,150139.80691609439
12477,165323.14267464087
12478,137461.6420355718
12479,142161.5522222336
12480,94207.03908720912
12481,44969.31307555106
12482,117340.0561591872
12483,251727.48143619142
12484,139108.2155658129
12485,193921.21715814367
12486,94517.07824420955
12487,63325.31426476782
12488,73464.24730238528
12489,403911.0009765112
12490,296288.0180435505
12491,317214.02554344595
12492,241186.33325110585
12493,238536.4810553436
12494,138669.73044222104
12495,76593.26787774063
12496,232609.73410596198
12497,558515.0058619808
12498,259571.19251455777
12499,371711.3643273419
12500,149652.44782289353
12501,88217.82143854313
12502,114644.84400612969
12503,797263.1016549935
12504,525749.1891908771
12505,538026.7737099014
12506,367456.91042430454
12507,341354.7862958944
12508,171232.81457205975
12509,121111.17848365607
12510,422278.9697428499
12511,1119576.9335764565
12512,429046.327021879
12513,622933.3229689312
12514,203867.23834017155
12515,103967.1130464573
12516,165831.9858258925
12517,1437940.2502985438
12518,838743.3011630741
12519,805871.0085252979
12520,485547.80945527635
12521,415925.582711209
12522,177052.27334881114
12523,177825.84550860655
12524,702082.869391109
12525,2027521.5658731589
12526,627547.6495935573
12527,911796.5263512067
12528,238674.01533816548
12529,103483.59306033247
12530,222342.5913799437
12531,2369424.666599492
12532,1202531.5012818843
12533,1064404.1815229876
12534,555515.1069202921
12535,430531.92363244534
12536,152917.26346932646
12537,242456.10545906817
12538,1068872.0594896253
12539,3316217.1951162945
12540,811003.5689616316
12541,1163935.328490295
12542,239740.1530193485
12543,86795.72495486173
12544,12217.673643215037
12545,30501.305032214263
12546,28003.406567045087
12547,31067.379932132648
12548,29300.920940027834
12549,31445.587012284475
12550,25783.720213031836
12551,12376.619774464032
12552,22896.663683493312
12553,37666.01598656529
12554,27821.339885619396
12555,35332.20626894043
12556,24064.495168487
12557,19833.380547239092
12558,23996.684559260317
12559,79042.51832022188
12560,68401.11385977056
12561,76203.58043378805
12562,68076.12842292435
12563,72338.50215127003
12564,53757.4952944379
12565,24499.76373914398
12566,54189.83573009239
12567,102481.88783517828
12568,66076.04112804166
12569,88498.56443797509
12570,51394.38876440886
12571,38498.43689053656
12572,43625.44899792994
12573,186962.7363994469
12574,150139.80691609439
12575,165323.14267464087
12576,137461.6420355718
12577,142161.5522222336
12578,94207.03908720912
12579,44969.31307555106
12580,117340.0561591872
12581,251727.48143619142
12582,139108.2155658129
12583,193921.21715814367
12584,94517.07824420955
12585,63325.31426476782
12586,73464.24730238528
12587,403911.0009765112
12588,296288.0180435505
12589,317214.02554344595
12590,241186.33325110585
12591,238536.4810553436
12592,138669.73044222104
12593,76593.26787774063
12594,232609.73410596198
12595,558515.0058619808
12596,259571.19251455777
12597,371711.3643273419
12598,149652.44782289353
12599,88217.82143854313
12600,114644.84400612969
12601,797263.1016549935
12602,525749.1891908771
12603,538026.7737099014
12604,367456.91042430454
12605,341354.7862958944
12606,171232.81457205975
12607,121111.17848365607
12608,422278.9697428499
12609,1119576.9335764565
12610,429046.327021879
12611,622933.3229689312
12612,203867.23834017155
12613,103967.1130464573
12614,165831.9858258925
12615,1437940.2502985438
12616,838743.3011630741
12617,805871.0085252979
12618,485547.80945527635
12619,415925.582711209
12620,177052.27334881114
12621,177825.84550860655
12622,702082.869391109
12623,2027521.5658731589
12624,627547.6495935573
12625,911796.5263512067
12626,238674.01533816548
12627,103483.59306033247
12628,222342.5913799437
12629,2369424.666599492
12630,1202531.5012818843
12631,1064404.1815229876
12632,555515.1069202921
12633,430531.92363244534
12634,152917.26346932646
12635,242456.10545906817
12636,1068872.0594896253
12637,3316217.1951162945
12638,811003.5689616316
12639,1163935.328490295
12640,239740.1530193485
12641,86795.72495486173
12642,19819.596897483807
12643,46607.865838696714
12644,41602.41585384382
12645,43752.482325736186
12646,40699.85643883024
12647,46498.08904686558
12648,38117.099191238136
12649,20368.389150765895
12650,39313.86062557079
12651,54800.97846803949
12652,52312.56543862636
12653,45897.46530741841
12654,41171.46730492612
12655,26159.478724379114
12656,46449.89939365889
12657,141641.26290273346
12658,118465.06391860482
12659,123105.02181697561
12660,108015.16371099582
12661,124911.56460869494
12662,92954.28996584825
12663,48341.526332595524
12664,113361.55000473515
12665,172676.0670632462
12666,157027.66827194925
12667,128522.56338551293
12668,107946.27877932673
12669,57139.23650992842
12670,101546.62463687714
12671,396465.70604964206
12672,306457.9254796287
12673,309973.57267389016
12674,252133.92436520528
12675,290274.51461988164
12676,193092.38696221894
12677,107211.66098068802
12678,301689.7979133231
12679,496663.87266176665
12680,422873.60453518055
12681,318737.17420006916
12682,246959.4679373014
12683,107149.51250946424
12684,207238.17097895732
12685,1022843.2900751637
12686,720628.228435714
12687,698504.2208357869
12688,517600.7286166853
12689,583252.7835579609
12690,341469.8670431789
12691,222361.44274990022
12692,741516.4755451957
12693,1304842.7191570443
12694,1021668.782310526
12695,700097.3905183352
12696,492980.19967669895
12697,172425.3841985564
12698,395006.4731448808
12699,2433145.042809774
12700,1540712.4040509362
12701,1408094.9579292194
12702,933960.245089572
12703,1012311.7638785123
12704,513488.1286252064
12705,431503.98655325593
12706,1683852.3225081933
12707,3132279.29562964
12708,2213484.0008190693
12709,1361338.661802692
12710,858203.381222313
12711,237867.83553214764
12712,703354.8724783349
12713,5337528.750843115
12714,2994987.714976421
12715,2537151.402208906
12716,1479723.712183353
12717,1515357.1500945098
12718,655469.407099977
12719,783663.2748578014
12720,3533129.681259398
12721,6870662.84739124
12722,4296526.097099621
12723,2341378.615450305
12724,1301598.8693008218
12725,280883.6083748152
12726,1170036.360602833
12727,10796591.17425282
12728,5292011.499812409
12729,4080772.2753047217
12730,2055334.5932764383
12731,1952266.0024962244
12732,708607.4288730641
12733,1332043.957196584
12734,6849225.654524951
12735,13768989.914209234
12736,7461635.174721213
12737,3557000.4072681116
12738,1717294.2902900164
12739,283303.2749922442
12740,19819.596897483807
12741,46607.865838696714
12742,41602.41585384382
12743,43752.482325736186
12744,40699.85643883024
12745,46498.08904686558
12746,38117.099191238136
12747,20368.389150765895
12748,39313.86062557079
12749,54800.97846803949
12750,52312.56543862636
12751,45897.46530741841
12752,41171.46730492612
12753,26159.478724379114
12754,46449.89939365889
12755,141641.26290273346
12756,118465.06391860482
12757,123105.02181697561
12758,108015.16371099582
12759,124911.56460869494
12760,92954.28996584825
12761,48341.526332595524
12762,113361.55000473515
12763,172676.0670632462
12764,157027.66827194925
12765,128522.56338551293
12766,107946.27877932673
12767,57139.23650992842
12768,101546.62463687714
12769,396465.70604964206
12770,306457.9254796287
12771,309973.57267389016
12772,252133.92436520528
12773,290274.51461988164
12774,193092.38696221894
12775,107211.66098068802
12776,301689.7979133231
12777,496663.87266176665
12778,422873.60453518055
12779,318737.17420006916
12780,246959.4679373014
12781,107149.51250946424
12782,207238.17097895732
12783,1022843.2900751637
12784,720628.228435714
12785,698504.2208357869
12786,517600.7286166853
12787,583252.7835579609
12788,341469.8670431789
12789,222361.44274990022
12790,741516.4755451957
12791,1304842.7191570443
12792,1021668.782310526
12793,700097.3905183352
12794,492980.19967669895
12795,172425.3841985564
12796,395006.4731448808
12797,2433145.042809774
12798,1540712.4040509362
12799,1408094.9579292194
12800,933960.245089572
12801,1012311.7638785123
12802,513488.1286252064
12803,431503.98655325593
12804,1683852.3225081933
12805,3132279.29562964
12806,2213484.0008190693
12807,1361338.661802692
12808,858203.381222313
12809,237867.83553214764
12810,703354.8724783349
12811,5337528.750843115
12812,2994987.714976421
12813,2537151.402208906
12814,1479723.712183353
12815,1515357.1500945098
12816,655469.407099977
12817,783663.2748578014
12818,3533129.681259398
12819,6870662.84739124
12820,4296526.097099621
12821,2341378.615450305
12822,1301598.8693008218
12823,280883.6083748152
12824,1170036.360602833
12825,10796591.17425282
12826,5292011.499812409
12827,4080772.2753047217
12828,2055334.5932764383
12829,1952266.0024962244
12830,708607.4288730641
12831,1332043.957196584
12832,6849225.654524951
12833,13768989.914209234
12834,7461635.174721213
12835,3557000.4072681116
12836,1717294.2902900164
12837,283303.2749922442
12838,19819.596897483807
12839,46607.865838696714
12840,41602.41585384382
12841,43752.482325736186
12842,40699.85643883024
12843,46498.08904686558
12844,38117.099191238136
12845,20368.389150765895
12846,39313.86062557079
12847,54800.97846803949
12848,52312.56543862636
12849,45897.46530741841
12850,41171.46730492612
12851,26159.478724379114
12852,46449.89939365889
12853,141641.26290273346
12854,118465.06391860482
12855,123105.02181697561
12856,108015.16371099582
12857,124911.56460869494
12858,92954.28996584825
12859,48341.526332595524
12860,113361.55000473515
12861,172676.0670632462
12862,157027.66827194925
12863,128522.56338551293
12864,107946.27877932673
12865,57139.23650992842
12866,101546.62463687714
12867,396465.70604964206
12868,306457.9254796287
12869,309973.57267389016
12870,252133.92436520528
12871,290274.51461988164
12872,193092.38696221894
12873,107211.66098068802
12874,301689.7979133231
12875,496663.87266176665
12876,422873.60453518055
12877,318737.17420006916
12878,246959.4679373014
12879,107149.51250946424
12880,207238.17097895732
12881,1022843.2900751637
12882,720628.228435714
12883,698504.2208357869
12884,517600.7286166853
12885,583252.7835579609
12886,341469.8670431789
12887,222361.44274990022
12888,741516.4755451957
12889,1304842.7191570443
12890,1021668.782310526
12891,700097.3905183352
12892,492980.19967669895
12893,172425.3841985564
12894,395006.4731448808
12895,2433145.042809774
12896,1540712.4040509362
12897,1408094.9579292194
12898,933960.245089572
12899,1012311.7638785123
12900,513488.1286252064
12901,431503.98655325593
12902,1683852.3225081933
12903,3132279.29562964
12904,2213484.0008190693
12905,1361338.661802692
12906,858203.381222313
12907,237867.83553214764
12908,703354.8724783349
12909,5337528.750843115
12910,2994987.714976421
12911,2537151.402208906
12912,1479723.712183353
12913,1515357.1500945098
12914,655469.407099977
12915,783663.2748578014
12916,3533129.681259398
12917,6870662.84739124
12918,4296526.097099621
12919,2341378.615450305
12920,1301598.8693008218
12921,280883.6083748152
12922,1170036.360602833
12923,10796591.17425282
12924,5292011.499812409
12925,4080772.2753047217
12926,2055334.5932764383
12927,1952266.0024962244
12928,708607.4288730641
12929,1332043.957196584
12930,6849225.654524951
12931,13768989.914209234
12932,7461635.174721213
12933,3557000.4072681116
12934,1717294.2902900164
12935,283303.2749922442
12936,8179.103307568131
12937,17871.066307867644
12938,17754.935728367527
12939,21849.22963184804
12940,19104.658680660526
12941,16947.380082284883
12942,11242.338250839743
12943,8767.796005842858
12944,15174.8066152539
12945,22547.868769561854
12946,29312.168838354788
12947,19645.908048630852
12948,15574.050263634037
12949,10423.05567828967
12950,14777.703975474817
12951,40935.96566243208
12952,39520.575921036885
12953,50644.530116051785
12954,41106.432108155524
12955,34012.07311528874
12956,19075.698620852872
12957,16260.691143649463
12958,33064.29490500901
12959,54896.23653468822
12960,75524.950797651
12961,43255.815730580434
12962,30861.992302110815
12963,17528.298703524204
12964,25276.819563061315
12965,87740.5939164607
12966,81216.82608694909
12967,106753.86754805647
12968,79235.36931025627
12969,60217.68931728927
12970,28108.03293226825
12971,28592.70041824797
12972,67559.65788254834
12973,124024.62588782886
12974,177674.39547759132
12975,85919.47066737458
12976,54401.153144997115
12977,25814.242778113778
12978,40921.59846580075
12979,175918.3058136505
12980,154032.00447212002
12981,204429.3338298921
12982,136666.7224991503
12983,93907.81909216469
12984,35905.696160460226
12985,47659.1491018665
12986,129410.00614278782
12987,259929.4499448586
12988,381266.0232028454
12989,153799.85915734243
12990,85203.14350946699
12991,33242.26939665612
12992,62687.03173301985
12993,329823.76615323464
12994,269467.8509001265
12995,355197.5935738532
12996,210634.3253678308
12997,128753.76132273335
12998,39681.852493154875
12999,75283.4916056672
13000,232291.82131269955
13001,505136.175934908
13002,745391.3612755839
13003,247789.07702711166
13004,118402.979093715
13005,37362.54454295849
13006,90835.81298407125
13007,578001.8892288217
13008,434596.7611827156
13009,559123.1593514661
13010,289586.3274862669
13011,154858.19648239404
13012,37849.3472339804
13013,112663.29864819297
13014,390562.9440261523
13015,909825.8091424636
13016,1325760.753532371
13017,358753.96705924143
13018,145746.86118636272
13019,36571.27058004899
13020,124459.08321335136
13021,946314.4914949568
13022,645745.761506997
13023,795890.0076627281
13024,354412.680093661
13025,162953.88624652431
13026,31066.816934237504
13027,159675.43786477437
13028,614770.1707595356
13029,1517960.0508157385
13030,2141404.0930542042
13031,465883.3363276631
13032,158591.0578508117
13033,31092.01416387655
13034,8179.103307568131
13035,17871.066307867644
13036,17754.935728367527
13037,21849.22963184804
13038,19104.658680660526
13039,16947.380082284883
13040,11242.338250839743
13041,8767.796005842858
13042,15174.8066152539
13043,22547.868769561854
13044,29312.168838354788
13045,19645.908048630852
13046,15574.050263634037
13047,10423.05567828967
13048,14777.703975474817
13049,40935.96566243208
13050,39520.575921036885
13051,50644.530116051785
13052,41106.432108155524
13053,34012.07311528874
13054,19075.698620852872
13055,16260.691143649463
13056,33064.29490500901
13057,54896.23653468822
13058,75524.950797651
13059,43255.815730580434
13060,30861.992302110815
13061,17528.298703524204
13062,25276.819563061315
13063,87740.5939164607
13064,81216.82608694909
13065,106753.86754805647
13066,79235.36931025627
13067,60217.68931728927
13068,28108.03293226825
13069,28592.70041824797
13070,67559.65788254834
13071,124024.62588782886
13072,177674.39547759132
13073,85919.47066737458
13074,54401.153144997115
13075,25814.242778113778
13076,40921.59846580075
13077,175918.3058136505
13078,154032.00447212002
13079,204429.3338298921
13080,136666.7224991503
13081,93907.81909216469
13082,35905.696160460226
13083,47659.1491018665
13084,129410.00614278782
13085,259929.4499448586
13086,381266.0232028454
13087,153799.85915734243
13088,85203.14350946699
13089,33242.26939665612
13090,62687.03173301985
13091,329823.76615323464
13092,269467.8509001265
13093,355197.5935738532
13094,210634.3253678308
13095,128753.76132273335
13096,39681.852493154875
13097,75283.4916056672
13098,232291.82131269955
13099,505136.175934908
13100,745391.3612755839
13101,247789.07702711166
13102,118402.979093715
13103,37362.54454295849
13104,90835.81298407125
13105,578001.8892288217
13106,434596.7611827156
13107,559123.1593514661
13108,289586.3274862669
13109,154858.19648239404
13110,37849.3472339804
13111,112663.29864819297
13112,390562.9440261523
13113,909825.8091424636
13114,1325760.753532371
13115,358753.96705924143
13116,145746.86118636272
13117,36571.27058004899
13118,124459.08321335136
13119,946314.4914949568
13120,645745.761506997
13121,795890.0076627281
13122,354412.680093661
13123,162953.88624652431
13124,31066.816934237504
13125,159675.43786477437
13126,614770.1707595356
13127,1517960.0508157385
13128,2141404.0930542042
13129,465883.3363276631
13130,158591.0578508117
13131,31092.01416387655
13132,8179.103307568131
13133,17871.066307867644
13134,17754.935728367527
13135,21849.22963184804
13136,19104.658680660526
13137,16947.380082284883
13138,11242.338250839743
13139,8767.796005842858
13140,15174.8066152539
13141,22547.868769561854
13142,29312.168838354788
13143,19645.908048630852
13144,15574.050263634037
13145,10423.05567828967
13146,14777.703975474817
13147,40935.96566243208
13148,39520.575921036885
13149,50644.530116051785
13150,41106.432108155524
13151,34012.07311528874
13152,19075.698620852872
13153,16260.691143649463
13154,33064.29490500901
13155,54896.23653468822
13156,75524.950797651
13157,43255.815730580434
13158,30861.992302110815
13159,17528.298703524204
13160,25276.819563061315
13161,87740.5939164607
13162,81216.82608694909
13163,106753.86754805647
13164,79235.36931025627
13165,60217.68931728927
13166,28108.03293226825
13167,28592.70041824797
13168,67559.65788254834
13169,124024.62588782886
13170,177674.39547759132
13171,85919.47066737458
13172,54401.153144997115
13173,25814.242778113778
13174,40921.59846580075
13175,175918.3058136505
13176,154032.00447212002
13177,204429.3338298921
13178,136666.7224991503
13179,93907.81909216469
13180,35905.696160460226
13181,47659.1491018665
13182,129410.00614278782
13183,259929.4499448586
13184,381266.0232028454
13185,153799.85915734243
13186,85203.14350946699
13187,33242.26939665612
13188,62687.03173301985
13189,329823.76615323464
13190,269467.8509001265
13191,355197.5935738532
13192,210634.3253678308
13193,128753.76132273335
13194,39681.852493154875
13195,75283.4916056672
13196,232291.82131269955
13197,505136.175934908
13198,745391.3612755839
13199,247789.07702711166
13200,118402.979093715
13201,37362.54454295849
13202,90835.81298407125
13203,578001.8892288217
13204,434596.7611827156
13205,559123.1593514661
13206,289586.3274862669
13207,154858.19648239404
13208,37849.3472339804
13209,112663.29864819297
13210,390562.9440261523
13211,909825.8091424636
13212,1325760.753532371
13213,358753.96705924143
13214,145746.86118636272
13215,36571.27058004899
13216,124459.08321335136
13217,946314.4914949568
13218,645745.761506997
13219,795890.0076627281
13220,354412.680093661
13221,162953.88624652431
13222,31066.816934237504
13223,159675.43786477437
13224,614770.1707595356
13225,1517960.0508157385
13226,2141404.0930542042
13227,465883.3363276631
13228,158591.0578508117
13229,31092.01416387655
13230,7114.906506458969
13231,11184.70294859027
13232,12317.41326691862
13233,11152.768925450819
13234,12666.488127314204
13235,9511.561188715357
13236,6278.595925282375
13237,6399.232126717046
13238,11526.842995503283
13239,15360.536077337785
13240,16244.016720612553
13241,11540.363168791948
13242,7269.0558762775
13243,4684.831893174497
13244,12414.751849108663
13245,22218.119998444574
13246,24688.540793974975
13247,21064.546281408886
13248,24288.309004401108
13249,16117.134979603577
13250,8993.03668396965
13251,10808.70477760356
13252,23255.249320674502
13253,33461.646865903465
13254,35023.22700582446
13255,21754.8177174003
13256,11439.615669880402
13257,6187.443595153497
13258,20628.330005588392
13259,41583.980890705716
13260,46081.70353354193
13261,36534.4989715953
13262,42182.74303199096
13263,24376.919484298876
13264,11326.114571445567
13265,17409.76232361159
13266,44322.09535759795
13267,68214.54354314377
13268,69594.17594282806
13269,37409.33226048855
13270,16204.741313009617
13271,7246.607344261709
13272,32633.25684656925
13273,73309.77949678997
13274,80069.47854586589
13275,58130.239539519236
13276,66280.09689462763
13277,32860.563987960166
13278,12521.74142922596
13279,26736.315158398753
13280,79776.32590451007
13281,130096.83134174283
13282,127332.5070498024
13283,58621.04673660352
13284,20639.113228646944
13285,7514.706956039141
13286,49138.34636753444
13287,121693.83569650298
13288,129457.24025017706
13289,84746.65348419231
13290,94091.80001945628
13291,39409.16107999836
13292,12128.173752127286
13293,39137.81401802181
13294,135557.0738032418
13295,232037.82426441993
13296,214269.48718699996
13297,83606.83214648928
13298,23603.507582231763
13299,6887.471065421722
13300,70407.26597608814
13301,190138.93160446582
13302,194664.97795820909
13303,113038.18433731575
13304,120482.61597634859
13305,41957.611862468126
13306,10266.990646189237
13307,54595.21573997158
13308,217358.94109244677
