Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Cash,Reason,sl,tp,rsi_entry,rsi_exit,bb_std,exposure
2018-01-01 19:46:00,2018-01-01 20:18:00,1.20119,1.20223,49950.465788093476,51.94848441961371,1051.9484844196138,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-01 21:20:00,2018-01-01 22:07:00,1.20101,1.20133,52553.19195108852,16.817021424353477,1068.7655058439673,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-01 22:51:00,2018-01-01 23:12:00,1.20155,1.20156,53369.3398948342,0.5336933989518383,1069.299199242919,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-02 06:16:00,2018-01-02 07:31:00,1.20626,1.20646,53187.498511577214,10.63749970231427,1079.9366989452333,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-02 09:13:00,2018-01-02 10:51:00,1.20475,1.20369,53783.94018403321,-57.010976595078475,1022.9257223501548,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-02 12:51:00,2018-01-02 13:40:00,1.20435,1.20487,50961.550496956275,26.500006258421134,1049.425728608576,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-02 17:32:00,2018-01-02 17:48:00,1.2055,1.20571,52231.890266706396,10.968696956010614,1060.3944255645868,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-02 20:30:00,2018-01-02 22:09:00,1.2055,1.2045,52777.82292316483,-52.77782292317074,1007.616602641416,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-03 01:22:00,2018-01-03 01:44:00,1.20553,1.20598,50149.72348965597,22.56737557034827,1030.1839782117643,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-03 01:56:00,2018-01-03 03:31:00,1.20477,1.20389,51305.26050010032,-45.148629240087864,985.0353489716764,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-03 04:09:00,2018-01-03 04:47:00,1.20351,1.20425,49108.126179508756,36.340013372834655,1021.375362344511,Signal Exit,0.006,0.02,35,55,1.75,0.6
2018-01-03 05:19:00,2018-01-03 07:21:00,1.20324,1.202,50931.25373214874,-63.15475462787105,958.22060771664,Signal Exit,0.006,0.02,35,55,1.75,0.6
