Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Cash,Reason,sl,tp,rsi_entry,rsi_exit,bb_std,exposure
2019-01-01 18:51:00,2019-01-01 21:15:00,1.14615,1.14527,52349.168956942805,-46.067268682109244,953.9327313178908,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-01 21:48:00,2019-01-01 22:19:00,1.14437,1.14472,50015.26069284711,17.505341242489006,971.4380725603797,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-01 22:51:00,2019-01-01 22:55:00,1.14449,1.1447,50927.735806885845,10.694824519448241,982.132897079828,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 03:02:00,2019-01-02 04:00:00,1.14703,1.14484,51374.39633208345,-112.50992796725835,869.6229691125696,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 04:39:00,2019-01-02 05:01:00,1.14324,1.14355,45639.916506380265,14.148374116979364,883.771343229549,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 06:09:00,2019-01-02 06:20:00,1.14298,1.14346,46393.008271162165,22.268643970149206,906.0399871996982,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 07:02:00,2019-01-02 09:58:00,1.14295,1.13606,47563.234815155425,-327.7106878764133,578.3292993232849,Stop Loss,0.006,0.02,35,55,1.75,0.6
2019-01-02 10:39:00,2019-01-02 11:01:00,1.13453,1.13572,30585.139184858122,36.39631562998191,614.7256149532668,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 12:13:00,2019-01-02 14:27:00,1.1347,1.13386,32505.099935838552,-27.30428394610282,587.421331007164,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 17:39:00,2019-01-02 17:47:00,1.13158,1.13384,31146.96253064727,70.3921353192606,657.8134663264245,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-02 23:04:00,2019-01-02 23:28:00,1.13624,1.13652,34736.330334775645,9.726172493739195,667.5396388201638,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 01:10:00,2019-01-03 01:55:00,1.13561,1.13752,35269.48365126216,67.3647137739135,734.9043525940773,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 02:51:00,2019-01-03 07:20:00,1.13634,1.13469,38803.75693511153,-64.02619894293129,670.878153651146,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 14:14:00,2019-01-03 15:22:00,1.13977,1.13983,35316.5017670835,2.118990106023208,672.9971437571693,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 16:35:00,2019-01-03 17:47:00,1.1396,1.13937,35433.33505215002,-8.14966706199282,664.8474766951765,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 18:12:00,2019-01-03 18:40:00,1.13902,1.13957,35022.0791572673,19.26214353649878,684.1096202316753,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 18:56:00,2019-01-03 19:07:00,1.13904,1.13939,36036.11568856275,12.612640490991572,696.7222607226669,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 20:55:00,2019-01-03 21:13:00,1.14028,1.14062,36660.588314589404,12.464600026960653,709.1868607496275,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 21:41:00,2019-01-03 22:39:00,1.14005,1.13961,37323.98723299649,-16.422554382518307,692.7643063671092,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-03 23:17:00,2019-01-03 23:39:00,1.13904,1.13941,36492.00939565471,13.502043476391567,706.2663498435007,Signal Exit,0.006,0.02,35,55,1.75,0.6
2019-01-04 00:54:00,2019-01-04 01:55:00,1.13903,1.13931,37203.56881786261,10.416999269003687,716.6833491125044,Signal Exit,0.006,0.02,35,55,1.75,0.6
