Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Cash,Reason,SL,TP,Prob,sl,tp,rsi_entry,rsi_exit,bb_std,exposure
2014-01-02 02:55:00,2014-01-02 02:56:00,1.37267,1.37285,41667.833140641844,7.500209965309154,960.7699519180566,Signal Exit,0.006,0.02,0.5166,0.006,0.02,35,55,1.75,0.6
2014-01-02 05:28:00,2014-01-02 05:31:00,1.372,1.37219,42016.1786553086,7.983073944504956,968.7530258625616,Signal Exit,0.006,0.02,0.6186,0.006,0.02,35,55,1.75,0.6
2014-01-02 06:26:00,2014-01-02 06:27:00,1.3686,1.36842,42470.54037100226,-7.644697266783337,961.1083285957783,Signal Exit,0.006,0.02,0.5398,0.006,0.02,35,55,1.75,0.6
2014-01-02 07:04:00,2014-01-02 07:05:00,1.36782,1.36795,42159.4213535017,5.480724775953681,966.589053371732,Signal Exit,0.006,0.02,0.5405,0.006,0.02,35,55,1.75,0.6
2014-01-02 07:29:00,2014-01-02 07:30:00,1.36672,1.3661,42433.9610178412,-26.309055831054877,940.2799975406772,Signal Exit,0.006,0.02,0.5257,0.006,0.02,35,55,1.75,0.6
2014-01-02 14:44:00,2014-01-02 14:48:00,1.36566,1.36585,41311.01434649958,7.849092725831303,948.1290902665085,Signal Exit,0.006,0.02,0.582,0.006,0.02,35,55,1.75,0.6
2014-01-02 15:32:00,2014-01-02 15:33:00,1.36509,1.36513,41673.25628053133,1.6669302512229203,949.7960205177313,Signal Exit,0.006,0.02,0.5105,0.006,0.02,35,55,1.75,0.6
2014-01-02 17:32:00,2014-01-02 17:33:00,1.36631,1.36624,41709.246972549336,-2.9196472880790583,946.8763732296522,Signal Exit,0.006,0.02,0.5844,0.006,0.02,35,55,1.75,0.6
2014-01-02 17:34:00,2014-01-02 17:35:00,1.36625,1.36621,41582.85994055198,-1.6633143976237426,945.2130588320285,Signal Exit,0.006,0.02,0.5576,0.006,0.02,35,55,1.75,0.6
2014-01-02 17:38:00,2014-01-02 17:39:00,1.36624,1.36618,41510.11793676199,-2.490607076203602,942.722451755825,Signal Exit,0.006,0.02,0.5811,0.006,0.02,35,55,1.75,0.6
2014-01-02 17:40:00,2014-01-02 17:42:00,1.36621,1.36635,41401.64916473273,5.7962308830637825,948.5186826388888,Signal Exit,0.006,0.02,0.5337,0.006,0.02,35,55,1.75,0.6
2014-01-02 19:49:00,2014-01-02 19:50:00,1.36649,1.36647,41647.66735090145,-0.8329533470142382,947.6857292918745,Signal Exit,0.006,0.02,0.5486,0.006,0.02,35,55,1.75,0.6
2014-01-03 00:32:00,2014-01-03 00:33:00,1.3651,1.36511,41653.46403744229,0.4165346403771517,948.1022639322516,Signal Exit,0.006,0.02,0.5877,0.006,0.02,35,55,1.75,0.6
2014-01-03 03:21:00,2014-01-03 03:22:00,1.36419,1.36391,41699.56958776643,-11.675879484577019,936.4263844476746,Signal Exit,0.006,0.02,0.5982,0.006,0.02,35,55,1.75,0.6
2014-01-03 04:09:00,2014-01-03 04:10:00,1.36304,1.36309,41220.78814037774,2.061039407014084,938.4874238546887,Signal Exit,0.006,0.02,0.5339,0.006,0.02,35,55,1.75,0.6
2014-01-03 07:02:00,2014-01-03 07:04:00,1.36355,1.36376,41296.06206687054,8.672173034044608,947.1595968887333,Signal Exit,0.006,0.02,0.5105,0.006,0.02,35,55,1.75,0.6
2014-01-03 08:12:00,2014-01-03 08:13:00,1.3634,1.36343,41682.247185949826,1.2504674155774316,948.4100643043107,Signal Exit,0.006,0.02,0.5199,0.006,0.02,35,55,1.75,0.6
2014-01-03 08:22:00,2014-01-03 08:23:00,1.36279,1.36281,41755.95936150005,0.835119187235472,949.2451834915462,Signal Exit,0.006,0.02,0.5009,0.006,0.02,35,55,1.75,0.6
2014-01-03 10:09:00,2014-01-03 10:10:00,1.3603,1.36006,41869.22811842444,-10.048614748422619,939.1965687431235,Signal Exit,0.006,0.02,0.5311,0.006,0.02,35,55,1.75,0.6
2014-01-03 12:02:00,2014-01-03 12:03:00,1.3601,1.35989,41432.09626100096,-8.700740214812003,930.4958285283116,Signal Exit,0.006,0.02,0.5319,0.006,0.02,35,55,1.75,0.6
2014-01-03 15:17:00,2014-01-03 15:20:00,1.35901,1.35868,41081.19124340416,-13.556793110320967,916.9390354179906,Signal Exit,0.006,0.02,0.5259,0.006,0.02,35,55,1.75,0.6
2014-01-03 15:56:00,2014-01-03 15:58:00,1.35831,1.35827,40503.5243244027,-1.6201409729687348,915.3188944450218,Signal Exit,0.006,0.02,0.5333,0.006,0.02,35,55,1.75,0.6
2014-01-05 22:02:00,2014-01-05 22:04:00,1.35809,1.35799,40438.50824812884,-4.043850824812439,911.2750436202093,Signal Exit,0.006,0.02,0.5102,0.006,0.02,35,55,1.75,0.6
2014-01-05 22:59:00,2014-01-05 23:00:00,1.35828,1.35827,40254.220497403,-0.4025422049677289,910.8725014152416,Signal Exit,0.006,0.02,0.6008,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:01:00,2014-01-05 23:02:00,1.35828,1.35828,40236.43879385289,0.0,910.8725014152416,Signal Exit,0.006,0.02,0.6113,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:04:00,2014-01-05 23:05:00,1.35828,1.35824,40236.43879385289,-1.6094575517557252,909.2630438634858,Signal Exit,0.006,0.02,0.6199,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:25:00,2014-01-05 23:27:00,1.35817,1.35807,40168.59644360362,-4.01685964435992,905.2461842191259,Signal Exit,0.006,0.02,0.5169,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:28:00,2014-01-05 23:29:00,1.35807,1.35807,39994.08797274628,0.0,905.2461842191259,Signal Exit,0.006,0.02,0.5421,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:30:00,2014-01-05 23:33:00,1.35807,1.35808,39994.08797274628,0.39994087972120246,905.646125098847,Signal Exit,0.006,0.02,0.5421,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:34:00,2014-01-05 23:37:00,1.35807,1.35792,40011.75749845797,-6.001763624772477,899.6443614740746,Signal Exit,0.006,0.03,0.6883,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:38:00,2014-01-05 23:39:00,1.35793,1.35788,39750.695314518765,-1.9875347657301325,897.6568267083444,Signal Exit,0.006,0.02,0.524,0.006,0.02,35,55,1.75,0.6
2014-01-05 23:41:00,2014-01-05 23:44:00,1.35793,1.35797,39662.87629148826,1.58651505165231,899.2433417599967,Signal Exit,0.006,0.02,0.639,0.006,0.02,35,55,1.75,0.6
2014-01-06 00:58:00,2014-01-06 01:00:00,1.35767,1.35767,39740.585345186824,0.0,899.2433417599967,Signal Exit,0.006,0.02,0.5124,0.006,0.02,35,55,1.75,0.6
2014-01-06 14:32:00,2014-01-06 14:33:00,1.3635,1.36335,39570.664103850235,-5.935599615572488,893.3077421444242,Signal Exit,0.006,0.02,0.6058,0.006,0.02,35,55,1.75,0.6
2014-01-06 14:44:00,2014-01-06 14:45:00,1.36302,1.36319,39323.314792640944,6.684963514749097,899.9927056591733,Signal Exit,0.006,0.02,0.545,0.006,0.02,35,55,1.75,0.6
2014-01-06 16:54:00,2014-01-06 17:04:00,1.36262,1.36285,39629.21602468069,9.114719685674675,909.107425344848,Signal Exit,0.006,0.02,0.5778,0.006,0.02,35,55,1.75,0.6
2014-01-06 19:51:00,2014-01-06 20:01:00,1.36209,1.36232,40046.139036841094,9.210611978471547,918.3180373233196,Signal Exit,0.006,0.02,0.6368,0.006,0.02,35,55,1.75,0.6
2014-01-06 23:58:00,2014-01-07 00:03:00,1.36236,1.36236,40443.84908496959,0.0,918.3180373233196,Signal Exit,0.006,0.02,0.5219,0.006,0.02,35,55,1.75,0.6
2014-01-07 00:09:00,2014-01-07 00:13:00,1.36225,1.36215,40447.114875683,-4.044711487567855,914.2733258357517,Signal Exit,0.006,0.02,0.5011,0.006,0.02,35,55,1.75,0.6
2014-01-07 01:21:00,2014-01-07 01:23:00,1.36149,1.36143,40291.44507131532,-2.4174867042858104,911.8558391314659,Signal Exit,0.006,0.02,0.5288,0.006,0.02,35,55,1.75,0.6
2014-01-07 03:02:00,2014-01-07 03:06:00,1.36128,1.36158,40191.10715494825,12.057332146483148,923.9131712779491,Signal Exit,0.006,0.02,0.509,0.006,0.02,35,55,1.75,0.6
2014-01-07 06:49:00,2014-01-07 06:51:00,1.36383,1.36365,40646.40774632978,-7.316353394342165,916.596817883607,Signal Exit,0.006,0.02,0.6026,0.006,0.02,35,55,1.75,0.6
2014-01-07 08:30:00,2014-01-07 08:32:00,1.36322,1.36334,40342.577920670476,4.841109350476341,921.4379272340833,Signal Exit,0.006,0.02,0.5198,0.006,0.02,35,55,1.75,0.6
2014-01-07 08:34:00,2014-01-07 08:35:00,1.36292,1.36304,40564.57872365583,4.867749446843568,926.3056766809269,Signal Exit,0.006,0.02,0.5277,0.006,0.02,35,55,1.75,0.6
2014-01-07 09:44:00,2014-01-07 09:54:00,1.36239,1.36221,40794.73616281359,-7.343052509309261,918.9626241716177,Signal Exit,0.006,0.02,0.5299,0.006,0.02,35,55,1.75,0.6
2014-01-07 19:06:00,2014-01-07 19:07:00,1.36107,1.36107,40510.59640598724,0.0,918.9626241716177,Signal Exit,0.006,0.02,0.5326,0.006,0.02,35,55,1.75,0.6
2014-01-07 22:08:00,2014-01-07 22:09:00,1.36248,1.36244,40468.67289816882,-1.618746915919386,917.3438772556983,Signal Exit,0.006,0.02,0.5242,0.006,0.02,35,55,1.75,0.6
2014-01-08 00:40:00,2014-01-08 00:44:00,1.36283,1.36265,40387.01278614494,-7.269662301508875,910.0742149541894,Signal Exit,0.006,0.02,0.5281,0.006,0.02,35,55,1.75,0.6
2014-01-08 01:21:00,2014-01-08 01:24:00,1.36269,1.36264,40071.074783884345,-2.003553739189548,908.0706612149999,Signal Exit,0.006,0.02,0.6185,0.006,0.02,35,55,1.75,0.6
2014-01-08 01:30:00,2014-01-08 01:32:00,1.36245,1.36253,39989.90030672684,3.1991920245413468,911.2698532395412,Signal Exit,0.006,0.02,0.5364,0.006,0.02,35,55,1.75,0.6
2014-01-08 03:02:00,2014-01-08 03:05:00,1.36142,1.36129,40161.14879638353,-5.22094934353731,906.0489038960039,Signal Exit,0.006,0.02,0.5086,0.006,0.02,35,55,1.75,0.6
2014-01-08 03:13:00,2014-01-08 03:15:00,1.36032,1.3604,39963.342620677664,3.1970674096574103,909.2459713056613,Signal Exit,0.006,0.02,0.5589,0.006,0.02,35,55,1.75,0.6
2014-01-08 03:43:00,2014-01-08 03:44:00,1.35999,1.36016,40114.087808248354,6.81939492740236,916.0653662330637,Signal Exit,0.006,0.02,0.5285,0.006,0.02,35,55,1.75,0.6
2014-01-08 05:21:00,2014-01-08 05:22:00,1.35935,1.35912,40433.97357118021,-9.299813921369527,906.7655523116943,Signal Exit,0.006,0.02,0.5292,0.006,0.02,35,55,1.75,0.6
2014-01-08 10:44:00,2014-01-08 10:46:00,1.36014,1.36019,40000.24492971433,2.0000122464899373,908.7655645581842,Signal Exit,0.006,0.02,0.5107,0.006,0.02,35,55,1.75,0.6
2014-01-08 12:23:00,2014-01-08 12:24:00,1.35717,1.35673,40176.20038277523,-17.677528168420938,891.0880363897633,Signal Exit,0.006,0.02,0.5302,0.006,0.02,35,55,1.75,0.6
2014-01-08 12:40:00,2014-01-08 12:42:00,1.35622,1.35612,39422.27823169235,-3.9422278231688006,887.1458085665945,Signal Exit,0.006,0.02,0.52,0.006,0.02,35,55,1.75,0.6
2014-01-08 13:17:00,2014-01-08 13:18:00,1.35632,1.35637,39244.977965373706,1.9622488982728263,889.1080574648673,Signal Exit,0.006,0.02,0.5675,0.006,0.02,35,55,1.75,0.6
2014-01-08 17:55:00,2014-01-08 17:56:00,1.35721,1.35732,39305.99055996643,4.323658961598449,893.4317164264658,Signal Exit,0.006,0.02,0.5344,0.006,0.02,35,55,1.75,0.6
2014-01-08 21:08:00,2014-01-08 21:09:00,1.35706,1.35725,39501.49808084237,7.5052846353653635,900.9370010618311,Signal Exit,0.006,0.02,0.5981,0.006,0.02,35,55,1.75,0.6
2014-01-09 04:37:00,2014-01-09 04:38:00,1.36072,1.36083,39726.18912319203,4.369880803553288,905.3068818653844,Signal Exit,0.006,0.02,0.5698,0.006,0.02,35,55,1.75,0.6
2014-01-09 06:26:00,2014-01-09 06:27:00,1.3603,1.36016,39931.20114086824,-5.590368159722711,899.7165137056617,Signal Exit,0.006,0.02,0.5219,0.006,0.02,35,55,1.75,0.6
2014-01-09 06:28:00,2014-01-09 06:31:00,1.36018,1.3603,39688.12276488383,4.7625747317908225,904.4790884374524,Signal Exit,0.006,0.02,0.5635,0.006,0.02,35,55,1.75,0.6
2014-01-09 08:47:00,2014-01-09 08:48:00,1.35716,1.35671,39986.99144260599,-17.994146149166276,886.4849422882862,Signal Exit,0.006,0.02,0.5699,0.006,0.02,35,55,1.75,0.6
2014-01-09 09:10:00,2014-01-09 09:13:00,1.35551,1.35578,39239.17679493118,10.594577734631123,897.0795200229173,Signal Exit,0.006,0.02,0.5747,0.006,0.02,35,55,1.75,0.6
2014-01-09 12:42:00,2014-01-09 12:45:00,1.35823,1.35845,39628.613122501374,8.718294886945822,905.7978149098632,Signal Exit,0.006,0.02,0.5613,0.006,0.02,35,55,1.75,0.6
2014-01-09 12:59:00,2014-01-09 13:02:00,1.35821,1.35838,40014.33423004674,6.8024368191080855,912.6002517289712,Signal Exit,0.006,0.02,0.532,0.006,0.02,35,55,1.75,0.6
2014-01-09 21:20:00,2014-01-09 21:28:00,1.36035,1.36047,40251.4169910231,4.830170038927602,917.4304217678988,Signal Exit,0.006,0.02,0.5624,0.006,0.02,35,55,1.75,0.6
2014-01-09 22:45:00,2014-01-09 22:46:00,1.36097,1.36093,40446.02401674829,-1.6178409606715496,915.8125808072273,Signal Exit,0.006,0.02,0.5246,0.006,0.02,35,55,1.75,0.6
2014-01-09 22:47:00,2014-01-09 22:49:00,1.36092,1.36092,40376.182911878466,0.0,915.8125808072273,Signal Exit,0.006,0.02,0.5836,0.006,0.02,35,55,1.75,0.6
2014-01-09 23:27:00,2014-01-09 23:32:00,1.36071,1.36086,40382.41421642645,6.057362132458817,921.8699429396861,Signal Exit,0.006,0.02,0.5247,0.006,0.02,35,55,1.75,0.6
2014-01-10 01:50:00,2014-01-10 01:52:00,1.36108,1.3612,40638.461057675646,4.876615326916931,926.7465582666031,Signal Exit,0.006,0.02,0.5298,0.006,0.02,35,55,1.75,0.6
2014-01-10 01:55:00,2014-01-10 01:57:00,1.36095,1.36095,40857.337518642256,0.0,926.7465582666031,Signal Exit,0.006,0.02,0.5331,0.006,0.02,35,55,1.75,0.6
2014-01-10 01:58:00,2014-01-10 01:59:00,1.36096,1.36094,40857.03730895558,-0.8171407461753928,925.9294175204277,Signal Exit,0.006,0.03,0.6709,0.006,0.02,35,55,1.75,0.6
2014-01-10 02:40:00,2014-01-10 02:46:00,1.36051,1.36093,40834.51430068552,17.150496006282403,943.0799135267101,Signal Exit,0.006,0.02,0.5146,0.006,0.02,35,55,1.75,0.6
2014-01-10 04:50:00,2014-01-10 04:51:00,1.35968,1.35966,41616.25883413936,-0.8323251766789992,942.2475883500312,Signal Exit,0.006,0.02,0.5292,0.006,0.02,35,55,1.75,0.6
2014-01-10 06:00:00,2014-01-10 06:03:00,1.35896,1.35918,41601.55950212064,9.152343090471074,951.3999314405022,Signal Exit,0.006,0.02,0.5115,0.006,0.02,35,55,1.75,0.6
2014-01-10 07:11:00,2014-01-10 07:12:00,1.35916,1.35915,41999.46723449051,-0.4199946723383308,950.9799367681638,Signal Exit,0.006,0.02,0.6316,0.006,0.02,35,55,1.75,0.6
2014-01-10 08:09:00,2014-01-10 08:12:00,1.35845,1.3586,42002.86812623934,6.30043021893987,957.2803669871037,Signal Exit,0.006,0.02,0.5145,0.006,0.02,35,55,1.75,0.6
2014-01-10 11:37:00,2014-01-10 11:38:00,1.36625,1.36625,42039.75994087921,0.0,957.2803669871037,Signal Exit,0.006,0.02,0.5853,0.006,0.02,35,55,1.75,0.6
2014-01-10 11:51:00,2014-01-10 11:57:00,1.36592,1.36633,42049.91655384372,17.24046578707683,974.5208327741805,Signal Exit,0.006,0.02,0.5419,0.006,0.02,35,55,1.75,0.6
2014-01-12 18:11:00,2014-01-12 18:14:00,1.36643,1.36641,42791.25163122211,-0.8558250326300489,973.6650077415504,Signal Exit,0.006,0.02,0.5936,0.006,0.02,35,55,1.75,0.6
2014-01-12 19:16:00,2014-01-12 19:17:00,1.3664,1.3664,42754.61099567698,0.0,973.6650077415504,Signal Exit,0.006,0.02,0.547,0.006,0.02,35,55,1.75,0.6
2014-01-12 19:50:00,2014-01-12 19:51:00,1.36629,1.36621,42758.05316916103,-3.4206442535363033,970.2443634880141,Signal Exit,0.006,0.02,0.5938,0.006,0.02,35,55,1.75,0.6
2014-01-12 23:55:00,2014-01-12 23:56:00,1.36785,1.3678,42559.24392972976,-2.1279621964909787,968.1164012915231,Signal Exit,0.006,0.02,0.5188,0.006,0.02,35,55,1.75,0.6
2014-01-13 00:41:00,2014-01-13 00:43:00,1.36762,1.36759,42473.04373838594,-1.2741913121504946,966.8422099793726,Signal Exit,0.006,0.02,0.5953,0.006,0.02,35,55,1.75,0.6
2014-01-13 00:45:00,2014-01-13 00:50:00,1.36761,1.36759,42417.45278168656,-0.8483490556298703,965.9938609237427,Signal Exit,0.006,0.02,0.5769,0.006,0.02,35,55,1.75,0.6
2014-01-13 00:53:00,2014-01-13 00:54:00,1.36757,1.36759,42381.4734568794,0.847629469143141,966.8414903928858,Signal Exit,0.006,0.02,0.5848,0.006,0.02,35,55,1.75,0.6
2014-01-13 01:12:00,2014-01-13 01:14:00,1.3673,1.36734,42427.03826780746,1.6970815307139957,968.5385719235998,Signal Exit,0.006,0.02,0.5674,0.006,0.02,35,55,1.75,0.6
2014-01-13 08:11:00,2014-01-13 08:12:00,1.3656,1.36562,42554.41880156414,0.8510883760368585,969.3896602996366,Signal Exit,0.006,0.02,0.5461,0.006,0.02,35,55,1.75,0.6
2014-01-13 16:38:00,2014-01-13 16:39:00,1.36695,1.36689,42549.749162718595,-2.552984949770393,966.8366753498663,Signal Exit,0.006,0.02,0.5835,0.006,0.02,35,55,1.75,0.6
2014-01-13 16:49:00,2014-01-13 16:51:00,1.36681,1.36682,42442.0369480703,0.4244203694740595,967.2610957193403,Signal Exit,0.006,0.02,0.5239,0.006,0.02,35,55,1.75,0.6
2014-01-13 17:40:00,2014-01-13 17:41:00,1.36662,1.36651,42466.57135352945,-4.671322848890553,962.5897728704498,Signal Exit,0.006,0.02,0.5835,0.006,0.02,35,55,1.75,0.6
2014-01-13 17:42:00,2014-01-13 17:46:00,1.36649,1.36664,42265.50239828099,6.3398253597461425,968.9295982301959,Signal Exit,0.006,0.02,0.5738,0.006,0.02,35,55,1.75,0.6
2014-01-13 23:23:00,2014-01-13 23:25:00,1.3659,1.366,42562.2489888072,4.256224898889702,973.1858231290856,Signal Exit,0.006,0.02,0.5233,0.006,0.02,35,55,1.75,0.6
2014-01-13 23:47:00,2014-01-13 23:51:00,1.36577,1.36612,42753.28158309608,14.963648554086728,988.1494716831724,Signal Exit,0.006,0.03,0.6597,0.006,0.02,35,55,1.75,0.6
2014-01-14 01:06:00,2014-01-14 01:07:00,1.36634,1.36635,43392.54380387776,0.43392543803198524,988.5833971212044,Signal Exit,0.006,0.03,0.662,0.006,0.02,35,55,1.75,0.6
2014-01-14 02:11:00,2014-01-14 02:12:00,1.36572,1.3655,43431.3064370971,-9.554887416166094,979.0285097050382,Signal Exit,0.006,0.02,0.5322,0.006,0.02,35,55,1.75,0.6
2014-01-14 05:17:00,2014-01-14 05:20:00,1.36639,1.36639,42990.44239368137,0.0,979.0285097050382,Signal Exit,0.006,0.02,0.5043,0.006,0.02,35,55,1.75,0.6
2014-01-14 16:19:00,2014-01-14 16:20:00,1.36772,1.36773,42948.637573700966,0.4294863757302868,979.4579960807686,Signal Exit,0.006,0.02,0.5292,0.006,0.02,35,55,1.75,0.6
2014-01-14 18:42:00,2014-01-14 18:43:00,1.3669,1.36692,42993.25463811991,0.859865092758485,980.317861173527,Signal Exit,0.006,0.02,0.5837,0.006,0.02,35,55,1.75,0.6
2014-01-14 18:55:00,2014-01-14 19:02:00,1.36665,1.36686,43038.86998895959,9.038162697683385,989.3560238712104,Signal Exit,0.006,0.02,0.5293,0.006,0.02,35,55,1.75,0.6
2014-01-14 20:12:00,2014-01-14 20:13:00,1.36671,1.36635,43433.765343249564,-15.636155523575837,973.7198683476345,Signal Exit,0.006,0.02,0.5508,0.006,0.02,35,55,1.75,0.6
2014-01-14 20:14:00,2014-01-14 20:15:00,1.36648,1.36621,42754.516788286746,-11.5437195328371,962.1761488147973,Signal Exit,0.006,0.02,0.536,0.006,0.02,35,55,1.75,0.6
2014-01-14 20:29:00,2014-01-14 20:33:00,1.36589,1.36575,42265.89910526312,-5.917225874738062,956.2589229400593,Signal Exit,0.006,0.02,0.6398,0.006,0.02,35,55,1.75,0.6
2014-01-14 20:38:00,2014-01-14 20:42:00,1.36509,1.36426,42030.58800255189,-34.8853880421133,921.373534897946,Signal Exit,0.006,0.02,0.5105,0.006,0.02,35,55,1.75,0.6
2014-01-14 20:43:00,2014-01-14 20:44:00,1.36421,1.36419,40523.38869666456,-0.8104677739296027,920.5630671240164,Signal Exit,0.006,0.02,0.5932,0.006,0.02,35,55,1.75,0.6
2014-01-14 22:20:00,2014-01-14 22:21:00,1.36298,1.36288,40524.28064053837,-4.05242806405339,916.510639059963,Signal Exit,0.006,0.02,0.6096,0.006,0.02,35,55,1.75,0.6
2014-01-15 00:22:00,2014-01-15 00:24:00,1.36288,1.36295,40348.848279817576,2.824419379587815,919.3350584395507,Signal Exit,0.006,0.02,0.5097,0.006,0.02,35,55,1.75,0.6
2014-01-15 03:25:00,2014-01-15 03:27:00,1.36282,1.36288,40474.97358886209,2.4284984153386477,921.7635568548893,Signal Exit,0.006,0.02,0.5769,0.006,0.02,35,55,1.75,0.6
2014-01-15 07:07:00,2014-01-15 07:08:00,1.36136,1.36107,40625.41385915067,-11.78137001914969,909.9821868357396,Signal Exit,0.006,0.02,0.5843,0.006,0.02,35,55,1.75,0.6
2014-01-15 07:10:00,2014-01-15 07:14:00,1.36098,1.36105,40117.36484749546,2.8082155393252637,912.7904023750649,Signal Exit,0.006,0.02,0.5106,0.006,0.02,35,55,1.75,0.6
2014-01-15 08:03:00,2014-01-15 08:05:00,1.36049,1.36082,40255.66093282853,13.284368107831057,926.0747704828959,Signal Exit,0.006,0.02,0.5468,0.006,0.02,35,55,1.75,0.6
2014-01-15 08:32:00,2014-01-15 08:34:00,1.35929,1.35869,40877.5803757651,-24.526548225465437,901.5482222574304,Signal Exit,0.006,0.02,0.5759,0.006,0.02,35,55,1.75,0.6
2014-01-15 10:04:00,2014-01-15 10:05:00,1.35822,1.35821,39826.31189015463,-0.39826311890415544,901.1499591385262,Signal Exit,0.006,0.02,0.5041,0.006,0.02,35,55,1.75,0.6
2014-01-15 12:38:00,2014-01-15 12:39:00,1.35911,1.35911,39782.65007858935,0.0,901.1499591385262,Signal Exit,0.006,0.02,0.5695,0.006,0.02,35,55,1.75,0.6
2014-01-15 18:29:00,2014-01-15 18:31:00,1.36003,1.35991,39755.73887951852,-4.770688665546993,896.3792704729792,Signal Exit,0.006,0.02,0.5103,0.006,0.02,35,55,1.75,0.6
2014-01-15 18:42:00,2014-01-15 18:45:00,1.35981,1.35951,39551.669886512645,-11.865500965952487,884.5137695070267,Signal Exit,0.006,0.02,0.5699,0.006,0.02,35,55,1.75,0.6
2014-01-16 03:02:00,2014-01-16 03:05:00,1.36054,1.36094,39007.178157512164,15.602871263003147,900.1166407700299,Signal Exit,0.006,0.02,0.509,0.006,0.02,35,55,1.75,0.6
2014-01-16 05:58:00,2014-01-16 06:01:00,1.36132,1.36153,39672.52258558002,8.331229742964721,908.4478705129947,Signal Exit,0.006,0.02,0.5693,0.006,0.02,35,55,1.75,0.6
2014-01-16 08:16:00,2014-01-16 08:18:00,1.35962,1.35953,40089.78407994857,-3.6080805672012053,904.8397899457934,Signal Exit,0.006,0.02,0.5131,0.006,0.02,35,55,1.75,0.6
2014-01-16 18:35:00,2014-01-16 18:36:00,1.36133,1.36125,39880.40181054381,-3.1904321448378403,901.6493578009556,Signal Exit,0.006,0.02,0.5771,0.006,0.02,35,55,1.75,0.6
2014-01-16 21:01:00,2014-01-16 21:04:00,1.36116,1.36113,39744.74820598411,-1.1923424461785095,900.4570153547771,Signal Exit,0.006,0.02,0.5616,0.006,0.02,35,55,1.75,0.6
2014-01-16 21:06:00,2014-01-16 21:07:00,1.36107,1.36104,39694.81431615319,-1.1908444294835832,899.2661709252935,Signal Exit,0.006,0.02,0.509,0.006,0.02,35,55,1.75,0.6
2014-01-16 21:09:00,2014-01-16 21:14:00,1.36104,1.36104,39643.19215858285,0.0,899.2661709252935,Signal Exit,0.006,0.02,0.5574,0.006,0.02,35,55,1.75,0.6
2014-01-16 21:15:00,2014-01-16 21:18:00,1.36104,1.36105,39643.19215858285,0.39643192158842566,899.6626028468819,Signal Exit,0.006,0.02,0.5543,0.006,0.02,35,55,1.75,0.6
