Prob,Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Cash,Reason,SL,TP,sl,tp,rsi_entry,rsi_exit,bb_std,exposure
0.5421,2013-07-11 12:08:00,2013-07-11 12:18:00,1.30276,1.30385,54932.80144447032,59.876754,1252.614360404444,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5088,2013-07-11 12:34:00,2013-07-11 12:35:00,1.30265,1.30284,57695.36070645732,10.962119,1263.5764789386658,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5116,2013-07-11 12:52:00,2013-07-11 12:53:00,1.30171,1.30159,58242.30338271961,-6.989076,1256.5874025327453,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5586,2013-07-11 21:36:00,2013-07-11 21:37:00,1.30811,1.30812,57636.77683984122,0.576368,1257.1637703011347,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5433,2013-07-11 21:41:00,2013-07-11 21:43:00,1.30761,1.30779,57685.26259210933,10.383347,1267.5471175677185,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5064,2013-07-11 23:41:00,2013-07-11 23:47:00,1.30852,1.30861,58121.256881104695,5.230913,1272.7780306870263,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5686,2013-07-12 00:34:00,2013-07-12 00:35:00,1.30774,1.30771,58395.92108616513,-1.751878,1271.0261530544428,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5199,2013-07-12 00:36:00,2013-07-12 00:44:00,1.30773,1.30805,58315.98967926602,18.661117,1289.6872697518006,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5208,2013-07-12 03:43:00,2013-07-12 03:44:00,1.30572,1.30534,59263.26944912235,-22.520042,1267.1672273611314,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5186,2013-07-12 03:45:00,2013-07-12 03:47:00,1.30529,1.30491,58247.61826235386,-22.134095,1245.0331324214342,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5123,2013-07-12 03:54:00,2013-07-12 03:57:00,1.30428,1.30374,57274.502365508975,-30.928231,1214.1049011440475,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.512,2013-07-12 07:02:00,2013-07-12 07:03:00,1.3033,1.303,55893.726746445835,-16.768118,1197.3367831201156,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5194,2013-07-12 07:48:00,2013-07-12 07:52:00,1.30244,1.30267,55158.1700402375,12.686379,1210.0231622293675,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5103,2013-07-12 11:44:00,2013-07-12 11:48:00,1.30412,1.30433,55670.78929374754,11.690866,1221.714027981057,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5051,2013-07-12 14:52:00,2013-07-12 14:56:00,1.30554,1.3059,56147.526447955184,20.21311,1241.9271375023286,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6115,2013-07-14 17:53:00,2013-07-14 17:54:00,1.30626,1.30621,57045.020325310215,-2.852251,1239.0748864860698,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5241,2013-07-14 18:27:00,2013-07-14 18:30:00,1.30578,1.3059,56934.930224972195,6.832192,1245.9070781130733,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5715,2013-07-14 19:55:00,2013-07-14 19:56:00,1.30603,1.30603,57237.907771478756,0.0,1245.9070781130733,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5191,2013-07-14 20:38:00,2013-07-14 20:41:00,1.30534,1.3054,57268.163610081974,3.43609,1249.3431679296752,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5268,2013-07-15 01:37:00,2013-07-15 01:39:00,1.30683,1.30681,57360.62844882694,-1.147213,1248.195955360704,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5163,2013-07-15 04:38:00,2013-07-15 04:39:00,1.3032,1.30344,57467.585421763535,13.792221,1261.9881758619283,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5068,2013-07-15 06:03:00,2013-07-15 06:04:00,1.30251,1.30261,58133.36600234601,5.813337,1267.8015124621622,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5342,2013-07-15 16:39:00,2013-07-15 16:40:00,1.30615,1.30615,58238.40351240649,0.0,1267.8015124621622,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5377,2013-07-15 18:46:00,2013-07-15 18:48:00,1.30624,1.30613,58234.39088355105,-6.405783,1261.3957294649686,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5244,2013-07-15 19:05:00,2013-07-15 19:10:00,1.30582,1.30594,57958.78740400523,6.955054,1268.3507839534561,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5263,2013-07-15 19:20:00,2013-07-15 19:21:00,1.30563,1.30555,58286.8400980426,-4.662947,1263.6878367456081,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.517,2013-07-15 20:55:00,2013-07-15 20:56:00,1.30594,1.30592,58058.77008494761,-1.161175,1262.5266613439017,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5196,2013-07-15 23:08:00,2013-07-15 23:09:00,1.3066,1.30659,57976.12098624989,-0.579761,1261.9469001340353,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5068,2013-07-16 02:42:00,2013-07-16 02:45:00,1.30775,1.30808,57898.53871767702,19.106518,1281.0534179108654,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.517,2013-07-16 03:59:00,2013-07-16 04:00:00,1.30706,1.30632,58806.17957450455,-43.516573,1237.536845025721,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5244,2013-07-16 04:17:00,2013-07-16 04:21:00,1.30641,1.30714,56836.835833730045,41.49089,1279.027735184338,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5771,2013-07-16 18:39:00,2013-07-16 18:43:00,1.31506,1.31504,58356.017300397165,-1.16712,1277.8606148383356,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5179,2013-07-17 00:36:00,2013-07-17 00:38:00,1.31392,1.31389,58353.352479831454,-1.750601,1276.110014263942,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5295,2013-07-17 00:44:00,2013-07-17 00:48:00,1.31384,1.31382,58276.95979406664,-1.165539,1274.944475068066,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5359,2013-07-17 01:49:00,2013-07-17 01:50:00,1.31332,1.31327,58246.785630374885,-2.912339,1272.032135786541,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5035,2013-07-17 07:16:00,2013-07-17 07:17:00,1.31386,1.31377,58089.84834548007,-5.228086,1266.8040494354523,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5538,2013-07-17 09:50:00,2013-07-17 09:51:00,1.31457,1.31433,57819.852093176574,-13.876765,1252.927284933089,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5238,2013-07-17 14:27:00,2013-07-17 14:28:00,1.31324,1.31319,57244.400944218374,-2.86222,1250.0650648858846,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5489,2013-07-17 18:01:00,2013-07-17 18:02:00,1.31217,1.31211,57160.20324588511,-3.429612,1246.6354526911343,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5533,2013-07-18 00:32:00,2013-07-18 00:34:00,1.30939,1.3095,57124.40690815422,6.283685,1252.9191374510344,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5199,2013-07-18 06:56:00,2013-07-18 07:01:00,1.31012,1.30952,57380.353133348144,-34.428212,1218.4909255710293,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5059,2013-07-18 08:15:00,2013-07-18 08:17:00,1.30922,1.30924,55841.99411425257,1.11684,1219.6077654533092,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5173,2013-07-18 08:19:00,2013-07-18 08:20:00,1.3085,1.30829,55923.932691783375,-11.744026,1207.8637395880323,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5174,2013-07-18 10:02:00,2013-07-18 10:03:00,1.30735,1.30747,55434.14110626989,6.652097,1214.515836520779,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5273,2013-07-18 12:11:00,2013-07-18 12:15:00,1.30672,1.30707,55766.30815419274,19.518208,1234.0340443747382,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5191,2013-07-18 16:20:00,2013-07-18 16:21:00,1.31059,1.31029,56495.19885126874,-16.94856,1217.0854847193593,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5902,2013-07-18 18:23:00,2013-07-18 18:25:00,1.31085,1.31079,55708.22678655953,-3.342494,1213.7429911121562,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5058,2013-07-18 18:32:00,2013-07-18 18:33:00,1.31074,1.3107,55559.8970556551,-2.222396,1211.5205952299277,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5101,2013-07-18 18:34:00,2013-07-18 18:35:00,1.31068,1.31061,55460.70414883545,-3.882249,1207.6383459395083,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5176,2013-07-18 18:36:00,2013-07-18 18:41:00,1.31064,1.31072,55284.67066194417,4.422774,1212.0611195924682,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5371,2013-07-18 20:13:00,2013-07-18 20:15:00,1.31009,1.31005,55510.43605824645,-2.220417,1209.8407021501362,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5108,2013-07-18 20:35:00,2013-07-18 20:37:00,1.30972,1.30926,55424.39767966296,-25.495223,1184.3454792174964,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5512,2013-07-18 20:38:00,2013-07-18 20:39:00,1.30928,1.30897,54274.66145748028,-16.825145,1167.5203341656756,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5018,2013-07-18 20:40:00,2013-07-18 20:42:00,1.30898,1.3091,53515.882633761044,6.421906,1173.9422400817216,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5504,2013-07-19 14:35:00,2013-07-19 14:36:00,1.31368,1.31344,53617.72608618789,-12.868254,1161.0739858210354,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5318,2013-07-19 14:38:00,2013-07-19 14:39:00,1.31306,1.31309,53055.031109973745,1.591651,1162.665636754345,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5042,2013-07-21 21:07:00,2013-07-21 21:11:00,1.31527,1.31521,53038.492632889596,-3.18231,1159.4833271963744,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5205,2013-07-21 21:20:00,2013-07-21 21:24:00,1.31519,1.31518,52896.53938349779,-0.528965,1158.954361802536,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.558,2013-07-21 23:58:00,2013-07-22 00:00:00,1.31542,1.31543,52863.162874330745,0.528632,1159.4829934312827,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5994,2013-07-22 00:13:00,2013-07-22 00:14:00,1.31532,1.31533,52891.29611492029,0.528913,1160.0119063924353,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5077,2013-07-22 00:21:00,2013-07-22 00:32:00,1.3152,1.31564,52920.25120403446,23.284911,1183.2968169222104,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5207,2013-07-22 00:54:00,2013-07-22 00:56:00,1.315,1.31501,53990.72928922633,0.539907,1183.8367242151062,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.52,2013-07-22 02:18:00,2013-07-22 02:20:00,1.31477,1.31484,54024.81304935948,3.781737,1187.618461128562,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5151,2013-07-22 06:57:00,2013-07-22 07:02:00,1.31789,1.31804,54069.085938669945,8.110363,1195.7288240193677,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5278,2013-07-22 07:06:00,2013-07-22 07:08:00,1.31766,1.31747,54447.83133825271,-10.345088,1185.3837360650923,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5104,2013-07-22 07:58:00,2013-07-22 08:00:00,1.31681,1.3167,54011.60696220832,-5.941277,1179.4424592992464,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5278,2013-07-22 15:56:00,2013-07-22 16:01:00,1.31831,1.31838,53679.74722027048,3.757582,1183.200041604666,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.53,2013-07-22 16:47:00,2013-07-22 16:48:00,1.3184,1.31842,53847.08927205701,1.076942,1184.2769833901023,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5242,2013-07-22 17:59:00,2013-07-22 18:01:00,1.31833,1.31846,53898.96232612938,7.006865,1191.283848492497,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5237,2013-07-22 18:40:00,2013-07-22 18:41:00,1.31837,1.31835,54216.214651084156,-1.084324,1190.1995241994682,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5339,2013-07-22 18:51:00,2013-07-22 18:54:00,1.31832,1.31833,54168.92063532988,0.541689,1190.741213405825,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5274,2013-07-22 18:55:00,2013-07-22 18:59:00,1.31831,1.31832,54193.985333001714,0.54194,1191.2831532591465,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5712,2013-07-23 00:37:00,2013-07-23 00:38:00,1.31957,1.31955,54166.87951040777,-1.083338,1190.1998156689433,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5381,2013-07-23 00:40:00,2013-07-23 00:42:00,1.31958,1.31965,54117.21073382182,3.788205,1193.9880204203116,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5287,2013-07-23 15:40:00,2013-07-23 15:41:00,1.32217,1.3221,54183.108999008204,-3.792818,1190.1952027903803,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.566,2013-07-23 17:30:00,2013-07-23 17:31:00,1.32212,1.32195,54013.03373931476,-9.182216,1181.0129870546966,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5553,2013-07-23 21:50:00,2013-07-23 21:51:00,1.32035,1.32029,53668.17830369356,-3.220091,1177.7928963564777,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5098,2013-07-23 22:32:00,2013-07-23 22:34:00,1.3199,1.31999,53540.096811416515,4.818609,1182.6115050695012,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.512,2013-07-24 05:33:00,2013-07-24 05:35:00,1.32319,1.32363,53625.47351791509,23.595208,1206.2067134173835,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5134,2013-07-24 06:04:00,2013-07-24 06:09:00,1.32279,1.32314,54711.93674358213,19.149178,1225.3558912776411,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6179,2013-07-24 08:31:00,2013-07-24 08:32:00,1.32235,1.32252,55599.01196858507,9.451832,1234.8077233123008,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5212,2013-07-24 08:48:00,2013-07-24 08:50:00,1.32116,1.32167,56078.34281899092,28.599955,1263.4076781499869,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5077,2013-07-24 12:53:00,2013-07-24 12:56:00,1.32028,1.32039,57415.44270079015,6.315699,1269.723376847077,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5147,2013-07-24 13:23:00,2013-07-24 13:24:00,1.31859,1.31817,57776.414663257434,-24.266094,1245.4572826885167,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5376,2013-07-24 17:59:00,2013-07-24 18:01:00,1.31965,1.3198,56626.709325435535,8.494006,1253.9512890873373,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5499,2013-07-24 18:40:00,2013-07-24 18:41:00,1.31924,1.31919,57030.62168008871,-2.851531,1251.0997580033395,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5827,2013-07-24 18:43:00,2013-07-24 18:44:00,1.31891,1.3189,56915.16895026982,-0.569152,1250.530606313833,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6071,2013-07-24 19:46:00,2013-07-24 19:47:00,1.31912,1.31911,56880.220433948365,-0.568802,1249.9618041094898,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5215,2013-07-25 02:26:00,2013-07-25 02:29:00,1.32058,1.3206,56791.4918040326,1.13583,1251.0976339455653,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5104,2013-07-25 04:23:00,2013-07-25 04:24:00,1.32047,1.32036,56847.83299638304,-6.253262,1244.84437231596,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5827,2013-07-25 04:31:00,2013-07-25 04:32:00,1.31934,1.31924,56612.14117585884,-5.661214,1239.1831581983747,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5386,2013-07-25 16:54:00,2013-07-25 16:55:00,1.32759,1.32755,56004.48142265494,-2.240179,1236.9429789414662,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5262,2013-07-25 17:35:00,2013-07-25 17:39:00,1.3274,1.32729,55911.239066210626,-6.150236,1230.7927426441925,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5617,2013-07-25 19:44:00,2013-07-25 19:47:00,1.3271,1.32742,55645.81761634508,17.806662,1248.5994042814284,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5275,2013-07-25 23:21:00,2013-07-25 23:22:00,1.32781,1.32781,56420.695925535816,0.0,1248.5994042814284,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5292,2013-07-26 04:53:00,2013-07-26 04:54:00,1.3281,1.32822,56408.37606873406,6.769005,1255.3684094096707,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5555,2013-07-26 06:34:00,2013-07-26 06:38:00,1.32651,1.32714,56782.16113303347,35.772762,1291.1411709234765,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5329,2013-07-26 06:50:00,2013-07-26 06:55:00,1.32638,1.32663,58405.93966691944,14.601485,1305.7426558402112,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5262,2013-07-26 08:07:00,2013-07-26 08:12:00,1.32598,1.32609,59084.269257766086,6.49927,1312.2419254585686,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5114,2013-07-26 08:23:00,2013-07-26 08:29:00,1.32521,1.32584,59412.85949209115,37.430101,1349.6720269385805,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5369,2013-07-26 11:42:00,2013-07-26 11:48:00,1.32575,1.32603,61082.6487771562,17.103142,1366.7751685961878,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5298,2013-07-26 14:56:00,2013-07-26 14:57:00,1.32752,1.32749,61774.2181780849,-1.853227,1364.9219420508468,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5331,2013-07-28 19:57:00,2013-07-28 19:59:00,1.32846,1.32848,61646.80646993572,1.232936,1366.1548781802537,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5789,2013-07-28 23:46:00,2013-07-28 23:47:00,1.32849,1.32853,61701.09875935478,2.468044,1368.6229221306303,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5214,2013-07-28 23:59:00,2013-07-29 00:01:00,1.32828,1.32835,61822.33815749527,4.327564,1372.9504858016558,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5182,2013-07-29 00:44:00,2013-07-29 00:45:00,1.32757,1.32756,62050.98725347767,-0.62051,1372.3299759291308,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5221,2013-07-29 07:07:00,2013-07-29 07:10:00,1.32831,1.32777,61988.390176801986,-33.473731,1338.8562452336448,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5306,2013-07-29 08:29:00,2013-07-29 08:32:00,1.32566,1.32586,60597.2683146649,12.119454,1350.9756988965764,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5311,2013-07-29 09:23:00,2013-07-29 09:26:00,1.32534,1.32496,61160.56403171607,-23.241014,1327.7346845645216,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5202,2013-07-29 09:36:00,2013-07-29 09:38:00,1.32478,1.32524,60133.819255930255,27.661557,1355.3962414222437,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5556,2013-07-29 10:38:00,2013-07-29 10:40:00,1.32392,1.32411,61426.5019678943,11.671035,1367.0672767961382,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5236,2013-07-29 18:28:00,2013-07-29 18:29:00,1.32603,1.32595,61856.84834262293,-4.948548,1362.1187289287234,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5614,2013-07-29 18:30:00,2013-07-29 18:31:00,1.32597,1.32596,61635.72609917525,-0.616357,1361.5023716677276,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5823,2013-07-29 18:33:00,2013-07-29 18:36:00,1.32595,1.32608,61608.76526268989,8.009139,1369.511511151875,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5369,2013-07-29 18:56:00,2013-07-29 19:02:00,1.32583,1.32598,61976.792401071405,9.296519,1378.808030012028,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5183,2013-07-29 20:25:00,2013-07-29 20:26:00,1.32551,1.32547,62412.56708792969,-2.496503,1376.3115273285082,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5076,2013-07-29 22:29:00,2013-07-29 22:32:00,1.32491,1.325,62327.77444483812,5.6095,1381.921027028539,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5252,2013-07-30 02:32:00,2013-07-30 02:36:00,1.32511,1.32516,62572.36125432027,3.128618,1385.0496450912476,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5601,2013-07-30 09:38:00,2013-07-30 09:39:00,1.32834,1.32831,62561.526947524624,-1.876846,1383.1727992828235,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.504,2013-07-30 12:33:00,2013-07-30 12:36:00,1.32543,1.32535,62613.91997839901,-5.009114,1378.1636856845466,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5076,2013-07-30 13:21:00,2013-07-30 13:24:00,1.32464,1.32495,62424.372766240485,19.351556,1397.5152412420832,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5722,2013-07-30 18:58:00,2013-07-30 18:59:00,1.32602,1.32601,63235.02999541862,-0.63235,1396.882890942125,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5098,2013-07-30 19:00:00,2013-07-30 19:01:00,1.32595,1.32593,63209.75410575625,-1.264195,1395.6186958600156,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5619,2013-07-30 19:04:00,2013-07-30 19:06:00,1.32581,1.32578,63159.21719673327,-1.894777,1393.7239193441153,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5129,2013-07-30 19:14:00,2013-07-30 19:17:00,1.32567,1.32559,63080.12941429384,-5.04641,1388.6775089909806,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5026,2013-07-30 23:21:00,2013-07-30 23:23:00,1.32553,1.32559,62858.3664945032,3.771502,1392.4490109806477,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.568,2013-07-30 23:55:00,2013-07-30 23:56:00,1.32523,1.32524,63043.35146264336,0.630434,1393.0794444952783,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
