Prob,Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Cash,Reason,SL,TP,sl,tp,rsi_entry,rsi_exit,bb_std,exposure
0.5011,2014-01-07 00:09:00,2014-01-07 00:13:00,1.36225,1.36215,97632.69699316459,-9.76327,2206.905754949659,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5288,2014-01-07 01:21:00,2014-01-07 01:23:00,1.36149,1.36143,97256.93563447363,-5.835416,2201.070338811574,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.509,2014-01-07 03:02:00,2014-01-07 03:06:00,1.36128,1.36158,97014.73637216035,29.104421,2230.174759723219,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6026,2014-01-07 06:49:00,2014-01-07 06:51:00,1.36383,1.36365,98113.75727428866,-17.660476,2212.51428341384,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5198,2014-01-07 08:30:00,2014-01-07 08:32:00,1.36322,1.36334,97380.3619407215,11.685643,2224.1999268467166,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5277,2014-01-07 08:34:00,2014-01-07 08:35:00,1.36292,1.36304,97916.23544360857,11.749948,2235.9498750999614,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5299,2014-01-07 09:44:00,2014-01-07 09:54:00,1.36239,1.36221,98471.79772752126,-17.724924,2218.2249515090007,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5326,2014-01-07 19:06:00,2014-01-07 19:07:00,1.36107,1.36107,97785.93098851641,0.0,2218.2249515090007,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5242,2014-01-07 22:08:00,2014-01-07 22:09:00,1.36248,1.36244,97684.73452127007,-3.907389,2214.3175621281675,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5281,2014-01-08 00:40:00,2014-01-08 00:44:00,1.36283,1.36265,97487.62041317702,-17.547772,2196.769790453789,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6185,2014-01-08 01:21:00,2014-01-08 01:24:00,1.36269,1.36264,96724.9979285291,-4.83625,2191.933540557374,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5364,2014-01-08 01:30:00,2014-01-08 01:32:00,1.36245,1.36253,96529.0560632995,7.722324,2199.6558650424454,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5086,2014-01-08 03:02:00,2014-01-08 03:05:00,1.36142,1.36129,96942.42181145182,-12.602515,2187.053350206939,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5589,2014-01-08 03:13:00,2014-01-08 03:15:00,1.36032,1.3604,96464.95016791367,7.717196,2194.77054622038,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5285,2014-01-08 03:43:00,2014-01-08 03:44:00,1.35999,1.36016,96828.82430990138,16.4609,2211.2314463530633,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5292,2014-01-08 05:21:00,2014-01-08 05:22:00,1.35935,1.35912,97600.97604088997,-22.448224,2188.783221863663,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5107,2014-01-08 10:44:00,2014-01-08 10:46:00,1.36014,1.36019,96554.02628539693,4.827701,2193.6109231779433,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5302,2014-01-08 12:23:00,2014-01-08 12:24:00,1.35717,1.35673,96978.75387068429,-42.670652,2150.9402714748426,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.52,2014-01-08 12:40:00,2014-01-08 12:42:00,1.35622,1.35612,95158.90953421315,-9.515891,2141.4243805214223,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5675,2014-01-08 13:17:00,2014-01-08 13:18:00,1.35632,1.35637,94730.93579043687,4.736547,2146.1609273109543,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5344,2014-01-08 17:55:00,2014-01-08 17:56:00,1.35721,1.35732,94878.21018019118,10.436603,2156.5975304307804,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5981,2014-01-08 21:08:00,2014-01-08 21:09:00,1.35706,1.35725,95350.13324823281,18.116525,2174.7140557479574,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5698,2014-01-09 04:37:00,2014-01-09 04:38:00,1.36072,1.36083,95892.5005474142,10.548175,2185.262230808178,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5219,2014-01-09 06:26:00,2014-01-09 06:27:00,1.3603,1.36016,96387.36591082165,-13.494231,2171.76799958066,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5635,2014-01-09 06:28:00,2014-01-09 06:31:00,1.36018,1.3603,95800.61460603714,11.496074,2183.264073333396,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5699,2014-01-09 08:47:00,2014-01-09 08:48:00,1.35716,1.35671,96522.03454272434,-43.434916,2139.8291577891855,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5747,2014-01-09 09:10:00,2014-01-09 09:13:00,1.35551,1.35578,94716.93271709625,25.573572,2165.402729622801,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5613,2014-01-09 12:42:00,2014-01-09 12:45:00,1.35823,1.35845,95656.96809624883,21.044533,2186.447262603965,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.532,2014-01-09 12:59:00,2014-01-09 13:02:00,1.35821,1.35838,96588.03554401596,16.419966,2202.867228646448,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5624,2014-01-09 21:20:00,2014-01-09 21:28:00,1.36035,1.36047,97160.31441819156,11.659238,2214.5264663766425,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5246,2014-01-09 22:45:00,2014-01-09 22:46:00,1.36097,1.36093,97630.0638387316,-3.905203,2210.6212638230895,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5836,2014-01-09 22:47:00,2014-01-09 22:49:00,1.36092,1.36092,97461.4788741332,0.0,2210.6212638230895,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5247,2014-01-09 23:27:00,2014-01-09 23:32:00,1.36071,1.36086,97476.52022060935,14.621478,2225.2427418561683,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5298,2014-01-10 01:50:00,2014-01-10 01:52:00,1.36108,1.3612,98094.57527211485,11.771349,2237.014090888812,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5331,2014-01-10 01:55:00,2014-01-10 01:57:00,1.36095,1.36095,98622.90712614622,0.0,2237.014090888812,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6709,2014-01-10 01:58:00,2014-01-10 01:59:00,1.36096,1.36094,98622.18246923402,-1.972444,2235.0416472394363,Signal Exit,0.006,0.03,0.006,0.02,35,55,1.75,0.6
0.5146,2014-01-10 02:40:00,2014-01-10 02:46:00,1.36051,1.36093,98567.81562382207,41.398483,2276.440129801428,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5292,2014-01-10 04:50:00,2014-01-10 04:51:00,1.35968,1.35966,100454.8186250336,-2.009096,2274.4310334289366,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5115,2014-01-10 06:00:00,2014-01-10 06:03:00,1.35896,1.35918,100419.33685004432,22.092254,2296.5232875359575,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6316,2014-01-10 07:11:00,2014-01-10 07:12:00,1.35916,1.35915,101379.82081002786,-1.013798,2295.509489327873,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5145,2014-01-10 08:09:00,2014-01-10 08:12:00,1.35845,1.3586,101388.03000454369,15.208205,2310.717693828564,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5853,2014-01-10 11:37:00,2014-01-10 11:38:00,1.36625,1.36625,101477.08079027543,0.0,2310.717693828564,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5419,2014-01-10 11:51:00,2014-01-10 11:57:00,1.36592,1.36633,101501.59718703423,41.615655,2352.33334867525,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5936,2014-01-12 18:11:00,2014-01-12 18:14:00,1.36643,1.36641,103291.05839341567,-2.065821,2350.267527507368,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.547,2014-01-12 19:16:00,2014-01-12 19:17:00,1.3664,1.3664,103202.61391279424,0.0,2350.267527507368,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5938,2014-01-12 19:50:00,2014-01-12 19:51:00,1.36629,1.36621,103210.92275464365,-8.256874,2342.010653686988,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5188,2014-01-12 23:55:00,2014-01-12 23:56:00,1.36785,1.3678,102731.02987989858,-5.136551,2336.8741021929823,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5953,2014-01-13 00:41:00,2014-01-13 00:43:00,1.36762,1.36759,102522.95676546039,-3.075689,2333.798413490021,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5769,2014-01-13 00:45:00,2014-01-13 00:50:00,1.36761,1.36759,102388.76931976315,-2.047775,2331.750638103635,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5848,2014-01-13 00:53:00,2014-01-13 00:54:00,1.36757,1.36759,102301.92113472664,2.046038,2333.796676526343,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5674,2014-01-13 01:12:00,2014-01-13 01:14:00,1.3673,1.36734,102411.90711005674,4.096476,2337.8931528107496,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5461,2014-01-13 08:11:00,2014-01-13 08:12:00,1.3656,1.36562,102719.3828124231,2.054388,2339.9475404670115,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5835,2014-01-13 16:38:00,2014-01-13 16:39:00,1.36695,1.36689,102708.11107064682,-6.162487,2333.785053802755,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5239,2014-01-13 16:49:00,2014-01-13 16:51:00,1.36681,1.36682,102448.1114625773,1.024481,2334.809534917365,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5835,2014-01-13 17:40:00,2014-01-13 17:41:00,1.36662,1.36651,102507.33349068643,-11.275807,2323.533728233384,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5738,2014-01-13 17:42:00,2014-01-13 17:46:00,1.36649,1.36664,102021.98603283086,15.303298,2338.8370261383184,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5233,2014-01-13 23:23:00,2014-01-13 23:25:00,1.3659,1.366,102738.28359931114,10.273828,2349.1108544982712,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6597,2014-01-13 23:47:00,2014-01-13 23:51:00,1.36577,1.36612,103199.40492901168,36.119792,2385.230646223433,Signal Exit,0.006,0.03,0.006,0.02,35,55,1.75,0.6
0.662,2014-01-14 01:06:00,2014-01-14 01:07:00,1.36634,1.36635,104742.47901210969,1.047425,2386.2780710135376,Signal Exit,0.006,0.03,0.006,0.02,35,55,1.75,0.6
0.5322,2014-01-14 02:11:00,2014-01-14 02:12:00,1.36572,1.3655,104836.04564684725,-23.06393,2363.21414097122,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5043,2014-01-14 05:17:00,2014-01-14 05:20:00,1.36639,1.36639,103771.8722021335,0.0,2363.21414097122,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5292,2014-01-14 16:19:00,2014-01-14 16:20:00,1.36772,1.36773,103670.96222784868,1.03671,2364.250850593482,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5837,2014-01-14 18:42:00,2014-01-14 18:43:00,1.3669,1.36692,103778.6604986531,2.075573,2366.326423803446,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5293,2014-01-14 18:55:00,2014-01-14 19:02:00,1.36665,1.36686,103888.76846903506,21.816641,2388.143065181948,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5508,2014-01-14 20:12:00,2014-01-14 20:13:00,1.36671,1.36635,104841.98104273538,-37.743113,2350.3999520065486,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.536,2014-01-14 20:14:00,2014-01-14 20:15:00,1.36648,1.36621,103202.38651161593,-27.864644,2322.535307648413,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6398,2014-01-14 20:29:00,2014-01-14 20:33:00,1.36589,1.36575,102022.94361837687,-14.283212,2308.252095541837,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5105,2014-01-14 20:38:00,2014-01-14 20:42:00,1.36509,1.36426,101454.94123648276,-84.207601,2224.044494315568,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5932,2014-01-14 20:43:00,2014-01-14 20:44:00,1.36421,1.36419,97816.80947869763,-1.956336,2222.088158126003,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6096,2014-01-14 22:20:00,2014-01-14 22:21:00,1.36298,1.36288,97818.96248482013,-9.781896,2212.306261877522,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5097,2014-01-15 00:22:00,2014-01-15 00:24:00,1.36288,1.36295,97395.49755859013,6.817685,2219.123946706625,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5769,2014-01-15 03:25:00,2014-01-15 03:27:00,1.36282,1.36288,97699.94335451306,5.861997,2224.9859433079123,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5843,2014-01-15 07:07:00,2014-01-15 07:08:00,1.36136,1.36107,98063.08147622578,-28.438294,2196.5476496798165,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5106,2014-01-15 07:10:00,2014-01-15 07:14:00,1.36098,1.36105,96836.73454480521,6.778571,2203.326221097954,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5468,2014-01-15 08:03:00,2014-01-15 08:05:00,1.36049,1.36082,97170.55859717989,32.066284,2235.392505435018,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5759,2014-01-15 08:32:00,2014-01-15 08:34:00,1.35929,1.35869,98671.77006091493,-59.203062,2176.1894433984535,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5041,2014-01-15 10:04:00,2014-01-15 10:05:00,1.35822,1.35821,96134.18047437617,-0.961342,2175.2281015937033,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5695,2014-01-15 12:38:00,2014-01-15 12:39:00,1.35911,1.35911,96028.78802718116,0.0,2175.2281015937033,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5103,2014-01-15 18:29:00,2014-01-15 18:31:00,1.36003,1.35991,95963.82880938081,-11.515659,2163.712442136566,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5699,2014-01-15 18:42:00,2014-01-15 18:45:00,1.35981,1.35951,95471.23975275514,-28.641372,2135.0710702107426,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.509,2014-01-16 03:02:00,2014-01-16 03:05:00,1.36054,1.36094,94156.9260827646,37.66277,2172.7338406438444,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5693,2014-01-16 05:58:00,2014-01-16 06:01:00,1.36132,1.36153,95762.95833355174,20.110221,2192.844061893873,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5131,2014-01-16 08:16:00,2014-01-16 08:18:00,1.35962,1.35953,96770.15909859547,-8.709314,2184.1347475749853,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5771,2014-01-16 18:35:00,2014-01-16 18:36:00,1.36133,1.36125,96264.74466477572,-7.70118,2176.433568001817,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5616,2014-01-16 21:01:00,2014-01-16 21:04:00,1.36116,1.36113,95937.29912729512,-2.878119,2173.5554490280006,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.509,2014-01-16 21:06:00,2014-01-16 21:07:00,1.36107,1.36104,95816.76691256145,-2.874503,2170.6809460206264,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5574,2014-01-16 21:09:00,2014-01-16 21:14:00,1.36104,1.36104,95692.15949658905,0.0,2170.6809460206264,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5543,2014-01-16 21:15:00,2014-01-16 21:18:00,1.36104,1.36105,95692.15949658905,0.956922,2171.6378676155987,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5833,2014-01-16 22:27:00,2014-01-16 22:30:00,1.36143,1.36145,95706.9199716004,1.914138,2173.5520060150434,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5739,2014-01-16 23:31:00,2014-01-16 23:32:00,1.36136,1.36137,95796.20406130825,0.957962,2174.5099680556627,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6031,2014-01-16 23:34:00,2014-01-16 23:35:00,1.36136,1.36136,95838.42487170166,0.0,2174.5099680556627,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5234,2014-01-16 23:53:00,2014-01-16 23:57:00,1.36133,1.36142,95840.53688917439,8.625648,2183.1356163757023,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5953,2014-01-17 02:33:00,2014-01-17 02:36:00,1.3598,1.35991,96328.9726301972,10.596187,2193.731803365029,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.589,2014-01-17 03:37:00,2014-01-17 03:43:00,1.35969,1.35984,96804.35114026119,14.520653,2208.2524560360557,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5193,2014-01-17 10:43:00,2014-01-17 10:45:00,1.35659,1.35663,97667.79009292665,3.906712,2212.1591676397766,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5246,2014-01-17 10:46:00,2014-01-17 10:52:00,1.35581,1.35585,97896.86612311947,3.915875,2216.0750422847054,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5246,2014-01-17 11:59:00,2014-01-17 12:01:00,1.35525,1.35531,98110.68255826033,5.886641,2221.961683238196,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5265,2014-01-17 13:21:00,2014-01-17 13:23:00,1.35178,1.35212,98623.81526157494,33.532097,2255.493780427132,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6293,2014-01-17 15:39:00,2014-01-17 15:40:00,1.35262,1.35263,100049.99691386193,1.0005,2256.494280396277,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5812,2014-01-17 15:42:00,2014-01-17 15:48:00,1.3525,1.35246,100103.25828005666,-4.00413,2252.490150065071,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5557,2014-01-19 19:26:00,2014-01-19 19:28:00,1.35073,1.35087,100056.56867316505,14.00792,2266.498069679317,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5862,2014-01-20 05:04:00,2014-01-20 05:05:00,1.35491,1.35482,100368.20466360054,-9.033138,2257.464931259578,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5066,2014-01-20 06:30:00,2014-01-20 06:36:00,1.35454,1.35502,99995.49358127089,47.997837,2305.462768178569,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5162,2014-01-20 12:42:00,2014-01-20 12:49:00,1.35603,1.35612,102009.37006608566,9.180843,2314.643611484509,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5218,2014-01-20 16:10:00,2014-01-20 16:11:00,1.35626,1.3561,102398.22503728677,-16.383716,2298.2598954785494,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5161,2014-01-20 16:13:00,2014-01-20 16:14:00,1.35603,1.35602,101690.6659356452,-1.016907,2297.2429888191864,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6543,2014-01-20 16:23:00,2014-01-20 16:26:00,1.35592,1.35603,101653.91714050327,11.181931,2308.4249197046474,Signal Exit,0.006,0.03,0.006,0.02,35,55,1.75,0.6
0.5997,2014-01-20 18:18:00,2014-01-20 18:20:00,1.35536,1.35524,102190.92726823784,-12.262911,2296.1620084324695,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5651,2014-01-20 18:27:00,2014-01-20 18:29:00,1.35462,1.35442,101703.59252480265,-20.340719,2275.8212899275113,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.601,2014-01-20 20:22:00,2014-01-20 20:26:00,1.35379,1.3539,100864.44529480248,11.095089,2286.9163789099453,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5085,2014-01-20 21:56:00,2014-01-20 21:57:00,1.35459,1.3547,101296.32046198238,11.142595,2298.0589741607687,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5167,2014-01-20 22:24:00,2014-01-20 22:34:00,1.35475,1.35498,101777.84716711285,23.408905,2321.4678790092225,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5126,2014-01-20 23:43:00,2014-01-20 23:44:00,1.35432,1.35429,102847.23901334497,-3.085417,2318.382461838825,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5214,2014-01-20 23:45:00,2014-01-20 23:52:00,1.35429,1.35439,102712.82200291626,10.271282,2328.6537440391153,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5221,2014-01-20 23:56:00,2014-01-20 23:57:00,1.3541,1.35409,103182.35332866621,-1.031824,2327.621920505822,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5749,2014-01-21 01:07:00,2014-01-21 01:08:00,1.35416,1.35416,103132.06358949408,0.0,2327.621920505822,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5049,2014-01-21 03:02:00,2014-01-21 03:03:00,1.3536,1.35356,103174.73051887509,-4.126989,2323.494931285086,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5109,2014-01-21 09:56:00,2014-01-21 09:58:00,1.35283,1.35317,103050.41718257664,35.037142,2358.5320731271627,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5298,2014-01-21 12:20:00,2014-01-21 12:22:00,1.35492,1.35476,104443.01094354631,-16.710882,2341.8211913762016,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5855,2014-01-21 13:15:00,2014-01-21 13:18:00,1.35448,1.35443,103736.68971307963,-5.186834,2336.6343568905595,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5591,2014-01-21 17:38:00,2014-01-21 17:40:00,1.35575,1.35585,103409.96600658937,10.340997,2346.9753534912174,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5338,2014-01-21 19:01:00,2014-01-21 19:02:00,1.35555,1.35556,103882.94139609237,1.038829,2348.014182905185,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6556,2014-01-21 23:13:00,2014-01-21 23:14:00,1.35567,1.35567,103919.72307000309,0.0,2348.014182905185,Signal Exit,0.006,0.03,0.006,0.02,35,55,1.75,0.6
0.6183,2014-01-22 09:29:00,2014-01-22 09:30:00,1.35599,1.35564,103895.19906069446,-36.36332,2311.650863233934,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5697,2014-01-22 11:58:00,2014-01-22 11:59:00,1.35483,1.35452,102373.76777458134,-31.735868,2279.914995223811,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5372,2014-01-22 14:23:00,2014-01-22 14:26:00,1.35383,1.354,101042.89291375477,17.177292,2297.0922870191494,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5595,2014-01-22 17:51:00,2014-01-22 17:52:00,1.3544,1.35456,101761.32399671365,16.281812,2313.3740988586173,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6128,2014-01-22 18:54:00,2014-01-22 18:58:00,1.35413,1.35423,102503.0432318293,10.250304,2323.624403181799,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5919,2014-01-22 19:48:00,2014-01-22 19:51:00,1.35324,1.35334,103024.9358509266,10.302494,2333.926896766891,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.523,2014-01-22 22:48:00,2014-01-22 22:51:00,1.35455,1.35465,103381.64985125205,10.338165,2344.265061752015,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.553,2014-01-23 06:47:00,2014-01-23 06:48:00,1.36262,1.36248,103224.59945188012,-14.451444,2329.8136178287486,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5813,2014-01-23 08:26:00,2014-01-23 08:29:00,1.36305,1.36328,102555.89822069982,23.587857,2353.4014744195047,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5913,2014-01-23 18:54:00,2014-01-23 18:56:00,1.36871,1.36879,103165.81924963671,8.253266,2361.654739959461,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5261,2014-01-23 20:22:00,2014-01-23 20:26:00,1.36823,1.36819,103563.93617854282,-4.142557,2357.512182512315,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5241,2014-01-24 03:13:00,2014-01-24 03:16:00,1.36811,1.3682,103391.34349631162,9.305221,2366.817403426998,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5261,2014-01-24 04:19:00,2014-01-24 04:22:00,1.36649,1.36702,103922.49061875309,55.07892,2421.896323454929,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.6652,2014-01-24 08:22:00,2014-01-24 08:25:00,1.36789,1.3681,106232.0650105606,22.308734,2444.2050571071513,Signal Exit,0.006,0.03,0.006,0.02,35,55,1.75,0.6
0.5396,2014-01-24 09:58:00,2014-01-24 09:59:00,1.36807,1.36831,107196.49098834788,25.727158,2469.932214944357,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5045,2014-01-24 10:08:00,2014-01-24 10:12:00,1.3671,1.36748,108401.67719747013,41.192637,2511.124852279401,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5511,2014-01-26 19:25:00,2014-01-26 19:26:00,1.36822,1.36826,110119.34567303798,4.404774,2515.5296261063268,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5266,2014-01-27 01:55:00,2014-01-27 01:57:00,1.36815,1.36817,110318.15047062062,2.206363,2517.7359891157535,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
0.5827,2014-01-27 03:02:00,2014-01-27 03:03:00,1.3679,1.36783,110435.08980696338,-7.730456,2510.0055328292888,Signal Exit,0.006,0.02,0.006,0.02,35,55,1.75,0.6
