combination_index,mean_final_cash,var_final_cash,mean_drawdown,var_drawdown,mean_rank,consistency_score
9032,63.78326343766915,6509.072177750623,-979.4764788584444,494.8742716808742,11192.75,-115511.07062343135
9003,50.88721839509203,4598.571204027326,-978.0846561246167,1067.25439137567,11277.5,-115530.27465873108
3004,1106.5247717759605,101172.37063836539,-196.61707772924987,12789.555400901752,6343.416666666667,-115530.72341757253
3638,41.682702568687525,5652.841654609082,-985.4431325889109,233.84759963413316,11243.416666666666,-115561.30725110602
5753,26.153666601196985,1122.6583835407403,-989.263177431748,171.33018008146442,11472.833333333334,-115594.55384774834
5273,26.153665723429743,1122.6584336283045,-989.2631783095154,171.33020064379195,11474.166666666666,-115607.887211379
4793,26.153665368860914,1122.6584538608813,-989.2631786640842,171.33020894982454,11474.416666666666,-115610.38722361742
9483,52.844012626065485,5030.403639725002,-977.3376847588124,1119.9764805028121,11265.333333333334,-115632.88774209798
4113,25.77211965649306,1107.133775970324,-989.538664845653,163.54328429478835,11481.833333333334,-115675.69835797466
9998,23.583158497618317,949.9934453872779,-991.3282158502448,177.39352890690688,11526.25,-116046.79073473248
8353,16.613263188241348,403.3036988580395,-992.8956964500145,76.22854639571469,11562.75,-116125.65300445493
7393,16.61326237540682,403.30372832090995,-992.895697262849,76.22855899485253,11562.833333333334,-116126.48635609621
7873,16.61326260927629,403.3037198438251,-992.8956970289795,76.22855536981571,11562.916666666666,-116127.31968416195
9518,23.998780131635176,1027.6672320784767,-991.0503214101867,184.1107265952187,11531.416666666666,-116138.13874431635
6913,16.660952340330656,406.69499251795975,-992.9739304790523,74.94745954854866,11564.0,-116139.56821497208
3633,29.41991967499304,1909.1023054420637,-990.2238409454714,153.1376031921504,11492.666666666666,-116179.49257263477
10958,23.57870631218032,950.221839076038,-991.3319743041085,177.46412802109856,11547.833333333334,-116262.75796445463
10478,23.578656693970448,950.2243911021307,-991.3319756325685,177.46415314483852,11549.75,-116281.92596217584
9038,28.82504283640699,1577.9362172125502,-990.9207999555116,187.4812940635554,11520.166666666666,-116296.5822312359
6233,18.339682253507593,612.4786145659799,-993.2293660156607,75.78055085441146,11572.75,-116328.52454500506
8323,63.25847777332522,7970.434011209757,-971.4106985893117,2719.886616500562,11164.416666666666,-116401.52572737512
7843,63.25842543602306,7970.441234479373,-971.4107509266137,2719.889880880372,11168.75,-116444.86339325772
7363,63.242318899565085,7972.551433705807,-971.42128389536,2720.498718504387,11170.166666666666,-116460.22619348948
6883,64.11686683799657,8024.191072610483,-971.1105360673822,2724.214709462526,11171.833333333334,-116502.4881055133
2524,1105.1805941733503,102770.11076809648,-197.9612553318601,13498.25592804653,6348.333333333333,-116522.24768541708
6203,63.04876151060904,7991.238229853825,-971.5586017588765,2723.8147130533994,11184.083333333334,-116609.63420988798
4797,119.65945731101732,21884.16779595034,-944.2662943824621,2504.2377460785387,10515.416666666666,-116760.71854486126
9997,102.01046450861638,15726.723850639719,-965.3335758755852,1293.8816375911106,10862.166666666666,-116931.39452775879
4799,7.267230706213373,128.98730322358313,-997.2230343104361,9.11019921671215,11680.416666666666,-117162.38203770871
10957,101.89320219684505,15752.31190561296,-965.4323900518776,1300.9610354950125,10898.0,-117304.0846747242
3639,9.092144278238894,324.7804034931774,-997.2401868159836,8.999989194103131,11688.083333333334,-117335.10344468532
10477,101.88958707475727,15753.112932318221,-965.4327136543948,1300.985430722646,10908.25,-117406.9937793252
4119,8.132546954900432,208.34624040168217,-997.083386915273,11.698516222854302,11702.416666666666,-117421.67195923175
5759,7.225531081955599,129.59347106565554,-997.2564889276729,9.277003438894114,11709.0,-117448.60355181695
5279,7.225510042183372,129.59380265162557,-997.2564891798651,9.277004948313326,11709.666666666666,-117455.27040569391
9513,10.207891544509815,218.6563606708466,-996.0113013755325,37.77660051567446,11734.666666666666,-117752.14566597337
9993,10.132758893561183,217.15628181533884,-996.0337624168507,37.85117045640397,11737.583333333334,-117780.6590781638
10473,10.132758895863452,217.15628176444062,-996.0337624145482,37.851170436480764,11737.666666666666,-117781.49241146467
10953,10.13275890156292,217.15628163843775,-996.0337624088489,37.85117038716042,11737.75,-117782.32574471775
9033,11.472133253035368,327.81393907385996,-995.6015460188087,56.819673777711614,11736.75,-117829.97923484509
5757,117.08337754233469,22309.54774221302,-946.3751679660371,2577.62258039771,10599.916666666666,-117836.29422670018
9517,104.30261039399737,17416.69344610995,-964.0445928977618,1548.321354886933,10869.0,-117892.92176150769
5277,117.06779296944153,22313.469004122428,-946.3761359607164,2577.735618611792,10607.416666666666,-117913.29334026901
9969,70.73353425979444,9948.945381925972,-987.9771072364873,137.5151155986243,11308.0,-118307.63531199386
10449,70.7788065700592,9942.372815952458,-987.9487887522645,136.93159402940148,11319.583333333334,-118420.01189017107
3632,109.43901983395553,18648.87425732377,-963.9188618517742,1449.3532768785497,10864.833333333334,-118442.37775609251
9489,72.1533346387357,10283.13635203355,-988.0037919416533,138.08280448218798,11312.833333333334,-118521.76587319032
10929,70.6108548868396,9967.01551170685,-988.0530038313541,139.17419611091162,11328.583333333334,-118522.98097467152
7399,16.62678832724413,1984.25106008534,-995.5727377285601,77.25292891633195,11749.75,-118787.12114881726
9009,73.64749675827241,10666.770136479176,-987.4236911458593,151.11471226535625,11323.833333333334,-118824.5209546115
8359,16.62643021074126,1984.2640474421821,-995.5730920764563,77.25634783409913,11763.0,-118919.62879070011
7879,16.626428945963536,1984.2640933228895,-995.5730923164527,77.25635015214866,11764.75,-118937.12881544084
9039,3.892094322713366,32.502552203768886,-998.3686439681463,11.282078398854164,11873.5,-119049.12619064939
9999,3.19632452248635,21.727307120872453,-998.5715222655977,8.034014943418082,11877.583333333334,-119084.67892203966
9519,3.2246487616372392,22.4586832512597,-998.5458218452874,8.036267525775697,11879.166666666666,-119100.84235958938
10479,3.196276244230582,21.727643728554593,-998.571562566704,8.03414049550094,11883.0,-119138.84584248916
10959,3.1962763896068114,21.727642714750065,-998.5715625631373,8.034140484385306,11883.083333333334,-119139.67917516692
6919,20.266751359349865,3265.3993095143032,-994.8687340751835,124.26932970803365,11751.75,-119453.24738956196
1999,49.12839014119486,11072.649404511043,-983.8132634283083,700.0747645637974,11390.75,-119829.85524405558
2679,49.162144912189,11070.09485421783,-983.7860461434848,699.8078375758286,11395.166666666666,-119872.6493302216
6359,15.745286890921223,916.6956279448382,-996.2048331192333,66.45124208930031,11914.666666666666,-119901.42089210179
3759,19.07256380405475,2082.4664099940355,-991.9568382319599,578.4991156914308,11858.833333333334,-120023.78084913419
9159,11.190804559817364,615.3514542001891,-998.7672614604635,8.328737863852583,11957.75,-120175.28084855119
3159,48.45108480285603,11129.497821107758,-984.3605487391475,709.1207002773431,11422.25,-120175.93013042824
9633,15.680470788754347,1353.323039115513,-996.6961280988438,79.62259270238378,11920.416666666666,-120180.0810724058
10113,15.494118504997664,1351.3914351891558,-996.6961053332943,79.62242866234448,11921.666666666666,-120191.8015830887
9153,16.758129309945776,1452.7534922695615,-997.06372215053,58.7082313537358,11917.25,-120192.97937974075
10593,15.494118505418077,1351.3914351749431,-996.6961053328741,79.6224286593142,11922.416666666666,-120199.30158308044
11273,15.494118505676946,1351.391435166192,-996.6961053326153,79.62242865744817,11923.083333333334,-120205.96824974203
2938,1137.2073679513505,114047.21800569083,-121.93597108365405,11316.988550683402,6207.833333333333,-120264.71346968917
6239,24.120289405789165,5200.190933942096,-995.4419291576964,105.71909549423263,11748.666666666666,-120382.41824207807
1519,49.63690817821881,12958.79118950742,-983.4814157292076,829.184573094729,11404.333333333334,-120933.97335924655
7039,24.57223627375251,3516.3663034009546,-992.3383486154335,407.44269858727625,11905.583333333334,-121168.63429306215
7519,23.972681389641327,3652.442294690521,-992.5413086597556,426.44641668579084,11904.0,-121225.30014189071
7999,23.971949746057422,3652.480587449067,-992.5420338441817,426.45824285563066,11904.5,-121230.32260270286
10119,20.723409430632106,2849.8829075662716,-996.4658376328903,120.31187552175528,11951.333333333334,-121240.55350408006
8479,23.971806508918235,3652.4880857633634,-992.5421769314867,426.46057782475634,11906.583333333334,-121251.1603383505
10599,20.723399578381628,2849.883353039061,-996.4658478120583,120.31195401831108,11952.416666666666,-121251.38708875509
11279,20.723397319985743,2849.883455153393,-996.4658500721506,120.31197144726598,11953.166666666666,-121258.88714623447
9639,23.264160311765576,3073.806914158432,-996.4502822653877,114.03892097130128,11942.916666666666,-121264.54883230798
9037,120.69880039628777,25273.967699058776,-963.6966416916075,1462.5450128996433,10842.416666666666,-121522.06971088717
7033,34.62772220374099,5880.503082640576,-993.2061715064378,248.0520965895005,11828.166666666666,-121534.86275655303
7993,34.18610663286706,5866.194879848744,-993.2044244829049,248.02850386072558,11831.0,-121556.47836140852
8473,34.18610667245047,5866.194876896301,-993.2044244433215,248.02850327383538,11831.333333333334,-121559.81169309681
7513,34.18610656858198,5866.194884643628,-993.2044245471901,248.02850481386255,11831.333333333334,-121559.8116974135
10233,24.90353153674502,4029.227752543237,-996.4394477678537,104.72577957146558,11927.0,-121579.58733497953
9753,24.868589463457827,4030.237913264608,-996.4428824228465,104.74204963289036,11927.333333333334,-121583.46497515563
10713,24.903531709786364,4029.2277431412977,-996.4394476869232,104.7257789428144,11927.583333333334,-121585.42066328884
11393,24.90353170980673,4029.227743140191,-996.4394476869029,104.72577894265692,11928.416666666666,-121593.75399662156
6353,37.51456027468022,6535.545152423394,-993.8466699288189,187.66704689855715,11826.25,-121828.44542629538
7369,88.21125397054887,19184.358850091554,-986.3416110979425,210.07618651337853,11222.5,-122066.8858917073
2458,1130.8720156580296,117214.77803401035,-127.8411864726084,11724.985127200534,6227.166666666667,-122131.5330493957
9273,29.78704544294168,5393.399672263335,-996.5541216838573,96.14948154179996,11918.583333333334,-122170.94225683558
7849,88.36845651267278,19159.024459822573,-986.2440202490029,209.06090450237045,11236.333333333334,-122192.16249370713
4117,125.82865304191853,31265.264081836805,-942.8650178798822,3325.7527973886067,10575.416666666666,-122208.98011938483
8329,87.60914378424957,19286.915630593638,-986.7149741434436,216.07640810415526,11259.583333333334,-122490.91177870978
6889,90.26915228867237,19906.886334785322,-986.4335875762158,211.24524414563894,11234.083333333334,-122542.18647353933
4239,36.53615003381791,7175.3723835155115,-984.0873643354734,2265.186135831128,11836.833333333334,-122667.74681152415
1778,1128.7745366176498,118475.73135396068,-129.79625778258404,12044.471792753577,6233.5,-122891.92437624818
6209,90.83758859191374,20529.67615680091,-986.2081004446763,214.09303487637925,11245.916666666666,-122971.84819358388
6323,58.24436896100516,13337.570623231288,-993.0432158003895,57.650668590144285,11631.833333333334,-123238.31737444612
4919,38.699862855110986,8927.063207197789,-982.2019748590429,3125.549032317578,11831.416666666666,-123658.76880633167
5879,38.69561825798712,8927.420566333027,-982.2041033559162,3125.6314276768885,11832.583333333334,-123670.63551478402
1298,1126.4987381958156,119879.15710223472,-132.05792643595973,12275.389523767486,6238.25,-123690.27509560583
5399,38.69558410161691,8927.423449979244,-982.2041069256264,3125.6315662787733,11836.083333333334,-123705.6370195548
9298,1173.830424609251,121885.8943203424,-121.12684900303071,12528.705711046723,6150.166666666667,-123812.86259913887
4614,1244.4356404787545,131771.7796759713,-130.0513593276199,7414.170603220345,5766.833333333333,-123831.63705928258
9814,1251.919375798025,131552.84196436405,-132.8039437075128,8214.37079162305,5789.416666666667,-124101.38361448754
9778,1177.31793313277,122469.00147729069,-122.17313954074642,12899.747941094332,6146.333333333333,-124137.11766892699
10258,1180.2627635049578,122601.43982770146,-122.17313954074642,12899.747941094332,6141.25,-124149.55868042685
8443,61.782097921239476,15713.137890356307,-992.8773971306591,60.604862863577296,11617.25,-124277.27103896883
7963,61.7820932140719,15713.138524867825,-992.8774018378267,60.60493601203048,11619.416666666666,-124298.93804364026
7483,61.77896122723586,15713.556436998962,-992.879540368228,60.63617902438648,11620.583333333334,-124310.82368852093
7003,62.41746301437385,15714.186203635853,-992.8540539905202,61.38253183876156,11620.916666666666,-124313.97502803511
