rsi_entry,rsi_exit,exposure,tp_mult,sl_mult,bb_std,atr_window,bb_width_threshold,leverage,waiting_number,equity_2013,drawdown_2013,equity_2014,drawdown_2014,equity_2015,drawdown_2015,equity_2016,drawdown_2016,equity_2017,drawdown_2017,equity_2018,drawdown_2018,equity_2019,drawdown_2019,equity_2020,drawdown_2020,equity_2021,drawdown_2021,equity_2022,drawdown_2022,equity_2023,drawdown_2023,equity_2024,drawdown_2024,ret_2013,ret_2014,ret_2015,ret_2016,ret_2017,ret_2018,ret_2019,ret_2020,ret_2021,ret_2022,ret_2023,ret_2024,dd_2013,dd_2014,dd_2015,dd_2016,dd_2017,dd_2018,dd_2019,dd_2020,dd_2021,dd_2022,dd_2023,dd_2024,mean_return,mean_sq_return,mean_drawdown,var_return,std_return,rel_volatility,score
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,18,805648.1,0.26708606,27310.627,0.108495,548277950.0,0.24165411,70533.805,0.44209737,48797.375,0.09299066,2063647.4,0.50260806,729.79456,0.3334343,38857.08,0.45150158,989.74756,0.40947303,154015.67,0.17619659,8327.429,0.3095494,41.654865,0.96906704,0.08046482,0.0026310629,54.827698,0.0069533805,0.004779738,0.20626473,-0.000027020544,0.0037857078,-0.0000010252415,0.015301568,0.0007327429,-0.00009583451,0.000026708605,0.0000108495,0.00002416541,0.000044209737,0.000009299066,0.000050260805,0.00003334343,0.00004515016,0.000040947303,0.000017619659,0.00003095494,0.000096906704,4.5957074,250.5105,0.000035867943,229.38997,15.145625,3.2956026,2.8874278
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,17,841131.4,0.26708606,26272.771,0.11775781,523632800.0,0.24404913,70135.06,0.4368645,48044.9,0.08905304,2066715.8,0.5077491,727.7714,0.3341009,38630.145,0.45446375,1004.52655,0.44043812,148785.19,0.17490613,7903.7974,0.30653736,35.775764,0.97331667,0.08401314,0.0025272772,52.36318,0.006913506,0.00470449,0.20657158,-0.000027222854,0.0037630145,4.526615e-7,0.01477852,0.00069037976,-0.00009642242,0.000026708605,0.000011775781,0.000024404913,0.00004368645,0.000008905304,0.000050774906,0.000033410088,0.000045446373,0.000044043813,0.000017490613,0.000030653737,0.000097331664,4.390585,228.49603,0.000036219357,209.2188,14.464397,3.2944124,2.7439609
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,16,844658.75,0.26708606,26096.86,0.118459105,477284740.0,0.23532459,73341.36,0.44278514,45933.05,0.07587677,2021876.0,0.5019963,718.74817,0.3341009,40058.023,0.45110542,1078.7852,0.40059346,148834.33,0.17847845,7348.416,0.31291425,35.95968,0.9735243,0.08436588,0.002509686,47.728374,0.007234136,0.004493305,0.20208761,-0.000028125178,0.0039058025,0.000007878518,0.014783433,0.0006348416,-0.00009640403,0.000026708605,0.00001184591,0.000023532459,0.000044278513,0.000007587677,0.000050199626,0.000033410088,0.00004511054,0.000040059345,0.000017847844,0.000031291424,0.00009735242,4.0040226,189.83717,0.000035768706,173.80498,13.183512,3.2925668,2.4735518
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,12,595124.0,0.26708606,20928.732,0.11533392,467464860.0,0.22744195,106439.8,0.4510515,37031.54,0.077169314,2016062.1,0.50387126,706.215,0.33493653,41343.15,0.4364009,1064.0488,0.4060727,139697.56,0.17878449,7728.2124,0.31457672,36.5921,0.972981,0.0594124,0.0019928734,46.746387,0.01054398,0.0036031539,0.20150623,-0.00002937849,0.0040343152,0.0000064048886,0.013869757,0.00067282125,-0.00009634079,0.000026708605,0.000011533392,0.000022744194,0.00004510515,0.000007716932,0.000050387123,0.000033493652,0.000043640088,0.00004060727,0.000017878448,0.000031457672,0.00009729809,3.9201586,182.10577,0.00003571422,166.73813,12.912712,3.293926,2.4147112
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,15,819108.3,0.26708606,25503.705,0.121260196,459032960.0,0.22902948,67351.65,0.44036517,44790.516,0.07655939,1892668.1,0.498615,724.62274,0.3357702,38460.793,0.44770172,1065.5588,0.440969,146875.6,0.177417,7400.06,0.31185174,34.495968,0.97448844,0.08181083,0.0024503705,45.903194,0.0066351653,0.0043790513,0.18916681,-0.00002753772,0.0037460795,0.0000065558906,0.014587559,0.000640006,-0.0000965504,0.000026708605,0.000012126019,0.000022902947,0.000044036515,0.000007655938,0.000049861497,0.000033577016,0.00004477017,0.000044096898,0.000017741699,0.000031185173,0.00009744884,3.8505409,175.5955,0.000036009278,160.76884,12.679465,3.292905,2.3660808
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,14,706352.56,0.26708606,25884.94,0.12769318,438226000.0,0.23276538,95279.984,0.44345418,42435.645,0.07946222,1958094.6,0.498237,704.80853,0.3347694,39165.195,0.44058448,1055.2762,0.41388115,135376.55,0.18311988,8245.739,0.31096673,35.862633,0.9736484,0.07053526,0.0024884942,43.8225,0.009427999,0.0041435645,0.19570947,-0.00002951914,0.0038165194,0.0000055276273,0.013437656,0.00072457397,-0.000096413736,0.000026708605,0.000012769317,0.000023276538,0.000044345416,0.0000079462225,0.0000498237,0.00003347694,0.000044058448,0.000041388113,0.000018311988,0.00003109667,0.00009736484,3.6768882,160.03792,0.000035880566,146.51842,12.104479,3.2920442,2.2446103
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,11,619389.25,0.26708606,19630.54,0.11019433,432938200.0,0.21637397,105227.266,0.44825587,42961.484,0.08123724,2068040.6,0.4988688,721.90765,0.334268,44237.37,0.4458691,989.5744,0.4071471,124860.71,0.19310711,7597.3306,0.30808043,36.12845,0.9734673,0.061838925,0.001863054,43.29372,0.010422727,0.0041961484,0.20670407,-0.000027809232,0.004323737,-0.0000010425567,0.0123860715,0.0006597331,-0.00009638715,0.000026708605,0.000011019433,0.000021637396,0.000044825585,0.000008123724,0.00004988688,0.0000334268,0.00004458691,0.00004071471,0.000019310712,0.00003080804,0.000097346725,3.6329987,156.19942,0.000035699624,143.00073,11.958291,3.291576,2.2139344
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,19,760639.3,0.26708606,25455.195,0.11413458,428011460.0,0.23873541,72558.88,0.43813,48532.46,0.124755554,1934375.5,0.5202532,699.5371,0.3357702,40663.254,0.44881275,1017.79645,0.39915478,155816.62,0.17718232,8593.614,0.3100796,39.116814,0.97067434,0.07596393,0.0024455197,42.801044,0.0071558882,0.004753246,0.19333756,-0.000030046283,0.0039663254,0.0000017796516,0.015481663,0.0007593614,-0.00009608832,0.000026708605,0.000011413457,0.00002387354,0.000043812997,0.000012475555,0.000052025316,0.000033577016,0.000044881275,0.000039915478,0.000017718232,0.00003100796,0.00009706743,3.592065,152.66441,0.000036206406,139.76147,11.822076,3.2911642,2.185322
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,13,626151.25,0.26708606,21299.88,0.12944983,421057200.0,0.2278484,107076.73,0.44855073,39140.098,0.08499329,1912934.6,0.49381307,720.4755,0.3341009,40633.426,0.43600744,986.00195,0.4475687,147174.11,0.17769288,7917.6494,0.31457672,36.51082,0.9731901,0.06251513,0.002029988,42.105625,0.010607673,0.0038140097,0.19119346,-0.000027952445,0.0039633424,-0.0000013997972,0.014617411,0.00069176493,-0.000096348915,0.000026708605,0.000012944983,0.00002278484,0.00004485507,0.000008499329,0.000049381306,0.000033410088,0.000043600743,0.00004475687,0.000017769287,0.000031457672,0.00009731901,3.532911,147.7437,0.000036123984,135.26224,11.630229,3.2919676,2.1438339
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,10,663463.25,0.26708606,18585.877,0.108127445,418480480.0,0.21463446,118802.69,0.4496615,42529.836,0.1048357,2000748.9,0.50243664,689.303,0.3347694,42533.316,0.45282593,1052.8634,0.40366894,136358.72,0.18729156,7458.427,0.3129185,32.517426,0.97468096,0.06624632,0.0017585878,41.84795,0.011780269,0.004152984,0.1999749,-0.000031069696,0.0041533317,0.000005286348,0.013535871,0.0006458427,-0.000096748256,0.000026708605,0.000010812744,0.000021463446,0.00004496615,0.000010483569,0.000050243663,0.00003347694,0.00004528259,0.000040366893,0.000018729155,0.00003129185,0.000097468095,3.5125062,145.94131,0.000035941142,133.6036,11.558702,3.2907279,2.1296744
