entry_price,exit_price,entry_time,exit_time,pnl,target,rsi_entry,rsi_exit,bb_width,bb_std,sl_mult,tp_mult,atr_window,bullish_pattern,bearish_pattern,rsi_value
1.1376899480819702,1.1361000537872314,57,149,36.73509216308594,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,76.68647003173828
1.1361600160598755,1.1353299617767334,160,214,-20.723722457885742,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,33.49059295654297
1.1348600387573242,1.1342400312423706,259,292,-15.750138282775879,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,33.90089416503906
1.1344300508499146,1.1340399980545044,398,404,-10.283071517944336,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,32.90041732788086
1.1339900493621826,1.1335899829864502,414,440,-10.525482177734375,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,30.966596603393555
1.1348299980163574,1.135990023612976,585,783,-28.598724365234375,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,71.22084045410156
1.1354999542236328,1.1345499753952026,815,957,-23.587343215942383,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,32.89498519897461
1.1334199905395508,1.1320799589157104,964,996,-32.9223518371582,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,17.2593936920166
1.129080057144165,1.1297099590301514,1213,1260,-16.067373275756836,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,71.17559051513672
1.1295499801635742,1.1299699544906616,1437,1512,9.034842491149902,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,29.383188247680664
1.1299699544906616,1.1301699876785278,1513,1538,-5.783247470855713,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,71.56282806396484
1.130370020866394,1.1299799680709839,1640,1737,-10.320005416870117,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,32.69955825805664
1.1304099559783936,1.1301599740982056,1816,1891,4.967676162719727,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,78.33283233642578
1.128790020942688,1.1275999546051025,2080,2258,-29.470308303833008,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,33.35438537597656
1.1291899681091309,1.128600001335144,2527,2848,-15.110922813415527,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,28.58222198486328
1.1280900239944458,1.127709984779358,3007,3031,-10.1011962890625,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,31.859073638916016
1.1276999711990356,1.1286900043487549,3032,3079,22.698320388793945,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,26.740644454956055
1.128999948501587,1.1294100284576416,3118,3143,-10.811478614807129,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,70.13724517822266
1.1295700073242188,1.1290199756622314,3189,3241,12.14342975616455,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,71.27591705322266
1.128999948501587,1.1299500465393066,3244,3370,21.71713638305664,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,32.2642707824707
1.131160020828247,1.132349967956543,3578,3669,-29.405717849731445,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,70.49996185302734
1.1328099966049194,1.1344599723815918,3802,4013,-40.32745361328125,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,71.89324951171875
1.1307599544525146,1.1312700510025024,4173,4258,11.177090644836426,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,31.289566040039062
1.1310499906539917,1.1313600540161133,4309,4385,6.399107456207275,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,31.86676597595215
1.1305700540542603,1.1312999725341797,4480,4514,16.428701400756836,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,26.2015438079834
1.1316800117492676,1.1311999559402466,4567,4618,10.451281547546387,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,71.22618865966797
1.1309900283813477,1.1305899620056152,4631,4777,-10.553400993347168,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,29.406776428222656
1.1288100481033325,1.1297600269317627,4845,4899,21.717939376831055,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,21.042064666748047
1.1303900480270386,1.1329599618911743,5104,5285,60.380638122558594,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,30.638090133666992
1.1294399499893188,1.1297500133514404,5702,5715,-8.416304588317871,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,73.21684265136719
1.129830002784729,1.1293799877166748,5720,5830,9.750499725341797,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,73.97481536865234
1.1289900541305542,1.1302399635314941,5895,6119,28.88736915588379,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,30.262292861938477
1.1302200555801392,1.130519986152649,6120,6287,-8.168431282043457,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,73.1950454711914
1.130620002746582,1.1298799514770508,6480,6583,-18.675933837890625,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,28.03445816040039
1.1356300115585327,1.1347999572753906,7154,7404,-20.733394622802734,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,34.16153335571289
1.1345200538635254,1.1341400146484375,7425,7445,-10.043946266174316,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,33.72846984863281
1.1341099739074707,1.1337499618530273,7446,7459,-9.57078742980957,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,16.93454360961914
1.1338200569152832,1.1334400177001953,7461,7486,-10.05014705657959,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,29.882503509521484
1.133470058441162,1.1331199407577515,7487,7632,-9.340499877929688,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,22.093509674072266
