rsi_entry,rsi_exit,exposure,tp_mult,sl_mult,bb_std,atr_window,bb_width_threshold,leverage,equity_2014,drawdown_2014,equity_2015,drawdown_2015,equity_2016,drawdown_2016,equity_2017,drawdown_2017,equity_2018,drawdown_2018,equity_2019,drawdown_2019,equity_2020,drawdown_2020,equity_2021,drawdown_2021,equity_2022,drawdown_2022,equity_2023,drawdown_2023,equity_2024,drawdown_2024,ret_2014,ret_2015,ret_2016,ret_2017,ret_2018,ret_2019,ret_2020,ret_2021,ret_2022,ret_2023,ret_2024,dd_2014,dd_2015,dd_2016,dd_2017,dd_2018,dd_2019,dd_2020,dd_2021,dd_2022,dd_2023,dd_2024,mean_return,mean_sq_return,mean_drawdown,var_return,std_return,rel_volatility,score
44.0,55.0,0.8999999761581421,0.10000000149011612,20.0,1.2999999523162842,14,0.003000000026077032,30,786.7871,0.94731706,226916530000.0,0.08908679,550235.3,0.011458679,4080.757,0.019860962,675959.7,0.11130139,0.031298257,0.99996877,309825.88,0.92512596,4.036605,0.9959752,680511360.0,0.31757542,699.8961,0.33514422,0.12630476,0.9999535,-0.2132129,226916530.0,549.2353,3.0807571,674.9597,-0.9999687,308.82587,-0.9959634,680510.4,-0.3001039,-0.9998737,0.94731706,0.08908679,0.011458679,0.019860962,0.11130139,0.99996877,0.92512596,0.9959752,0.31757542,0.33514422,0.9999535,20690780.0,4.681052e15,0.52297884,4.2529437e15,65214596.0,3.1518674,14483546.0
