rsi_entry,rsi_exit,exposure,tp_mult,sl_mult,bb_std,atr_window,bb_width_threshold,leverage,equity_2013,drawdown_2013,equity_2014,drawdown_2014,equity_2015,drawdown_2015,equity_2016,drawdown_2016,equity_2017,drawdown_2017,equity_2018,drawdown_2018,equity_2019,drawdown_2019,equity_2020,drawdown_2020,equity_2021,drawdown_2021,equity_2022,drawdown_2022,equity_2023,drawdown_2023,equity_2024,drawdown_2024,ret_2013,ret_2014,ret_2015,ret_2016,ret_2017,ret_2018,ret_2019,ret_2020,ret_2021,ret_2022,ret_2023,ret_2024,dd_2013,dd_2014,dd_2015,dd_2016,dd_2017,dd_2018,dd_2019,dd_2020,dd_2021,dd_2022,dd_2023,dd_2024,mean_return,mean_sq_return,mean_drawdown,var_return,std_return,rel_volatility,score
25.0,50.0,0.8999999761581421,1.0,10.0,1.25,14,0.003000000026077032,30,0.000745622,0.99999934,0.19010796,0.9998208,0.000375373,0.99999964,0.012609056,0.99998844,0.005975694,0.9999944,0.026854377,0.9999751,0.013237753,0.999987,0.0022824137,0.9999978,0.025670562,0.9999746,0.29940233,0.9997403,0.0075833634,0.99999315,0.0019335219,0.9999982,-0.00009999992,-0.00009998099,-0.00009999996,-0.00009999873,-0.0000999994,-0.00009999731,-0.00009999867,-0.00009999977,-0.00009999743,-0.00009997006,-0.00009999924,-0.00009999981,0.00009999993,0.00009998208,0.00009999996,0.00009999884,0.00009999944,0.00009999751,0.000099998695,0.00009999978,0.00009999746,0.00009997403,0.00009999931,0.000099999816,-0.00009999511,9.999021e-9,0.00009999558,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,10.0,1.25,14,0.004999999888241291,30,0.00040900105,0.99999964,0.15188643,0.9998568,0.000084905136,0.99999994,0.009661298,0.9999912,0.005994644,0.9999944,0.02656161,0.9999753,0.01121458,0.99998903,0.0017245269,0.99999833,0.027555773,0.9999727,0.13111271,0.9998875,0.011427673,0.9999897,0.0020885468,0.9999981,-0.000099999954,-0.00009998481,-0.00009999999,-0.00009999903,-0.00009999939,-0.00009999734,-0.00009999888,-0.00009999982,-0.00009999725,-0.000099986886,-0.000099998855,-0.00009999979,0.00009999996,0.00009998568,0.00009999999,0.00009999912,0.00009999944,0.00009999753,0.0000999989,0.00009999983,0.00009999727,0.00009998875,0.000099998964,0.00009999981,-0.00009999683,9.999366e-9,0.0000999971,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,10.0,1.25,14,1.0,30,0.0003428379,0.9999997,0.1141335,0.9998924,0.00006154816,0.99999994,0.014818138,0.99998647,0.0065718037,0.99999386,0.026621478,0.99997526,0.010055808,0.99999017,0.0018260918,0.9999982,0.026471402,0.99997383,0.100154124,0.99991125,0.01180163,0.99998933,0.001789269,0.9999984,-0.00009999996,-0.00009998858,-0.00009999999,-0.00009999851,-0.00009999934,-0.000099997334,-0.00009999899,-0.000099999816,-0.00009999735,-0.000099989986,-0.00009999882,-0.000099999816,0.00009999997,0.000099989236,0.00009999999,0.000099998644,0.000099999386,0.000099997524,0.000099999015,0.000099999816,0.00009999738,0.00009999112,0.00009999893,0.00009999984,-0.00009999738,9.999475e-9,0.00009999757,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,10.0,1.5,14,0.00800000037997961,30,0.0023467843,0.9999978,0.2964303,0.9997247,0.0006710405,0.99999934,0.010460447,0.99999064,0.020159705,0.99998105,0.083450206,0.9999168,0.007683182,0.9999925,0.0010777453,0.999999,0.09527317,0.9999057,0.14636198,0.9998697,0.03867891,0.99996454,0.0017145998,0.9999983,-0.000099999765,-0.000099970355,-0.00009999993,-0.00009999896,-0.00009999798,-0.00009999165,-0.000099999226,-0.00009999989,-0.00009999047,-0.00009998536,-0.00009999613,-0.00009999982,0.00009999978,0.000099972465,0.00009999993,0.00009999906,0.0000999981,0.000099991674,0.00009999925,0.000099999896,0.00009999057,0.000099986966,0.000099996454,0.00009999982,-0.00009999413,9.998826e-9,0.0000999945,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,10.0,1.75,14,0.004999999888241291,30,0.039287172,0.99996334,0.41125602,0.999623,0.06238958,0.9999376,0.1638212,0.9998827,0.05431104,0.9999487,0.8536951,0.9991962,0.013700712,0.9999866,0.017286854,0.9999832,0.44185024,0.9995626,0.23728976,0.9997627,0.10483991,0.9999018,0.0074747363,0.9999928,-0.00009999607,-0.000099958874,-0.000099993755,-0.00009998362,-0.00009999457,-0.00009991463,-0.00009999863,-0.000099998266,-0.00009995581,-0.00009997627,-0.00009998951,-0.000099999255,0.00009999633,0.0000999623,0.000099993755,0.00009998827,0.00009999487,0.00009991961,0.00009999866,0.00009999832,0.00009995626,0.00009997627,0.000099990175,0.00009999928,-0.000099979945,9.995989e-9,0.00009998118,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,10.0,1.75,14,0.00800000037997961,30,0.039793696,0.99996686,0.3614226,0.99966866,0.077203035,0.9999228,0.13813792,0.9999011,0.050815415,0.99995196,0.8366288,0.99921227,0.013499227,0.99998677,0.014611037,0.99998575,0.42648485,0.9995779,0.21976474,0.99978024,0.12685709,0.9998812,0.006858698,0.9999934,-0.00009999602,-0.00009996385,-0.00009999228,-0.00009998618,-0.00009999491,-0.00009991634,-0.00009999865,-0.000099998535,-0.00009995735,-0.000099978024,-0.000099987315,-0.00009999931,0.00009999669,0.00009996686,0.00009999228,0.00009999011,0.000099995195,0.00009992122,0.00009999867,0.00009999857,0.00009995778,0.000099978024,0.000099988116,0.000099999335,-0.00009998074,9.996147e-9,0.0000999819,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,12.0,1.5,14,1.0,30,0.008512018,0.9999922,0.46768114,0.99957985,0.0006273559,0.9999994,0.036502812,0.9999699,0.034235884,0.999968,0.13833357,0.9998646,0.01935592,0.99998116,0.00096932705,0.9999991,0.2313808,0.9997716,0.5269575,0.9994829,0.07758346,0.99992687,0.0059103956,0.99999464,-0.000099999146,-0.000099953235,-0.00009999993,-0.00009999635,-0.00009999658,-0.000099986166,-0.00009999806,-0.0000999999,-0.00009997686,-0.0000999473,-0.000099992234,-0.00009999941,0.00009999922,0.00009995798,0.00009999994,0.000099996985,0.000099996796,0.00009998646,0.00009999811,0.00009999991,0.00009997716,0.00009994829,0.000099992685,0.00009999946,-0.000099987104,9.997419e-9,0.00009998775,-1.7763568e-15,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,15.0,1.25,14,0.00800000037997961,30,0.0033488928,0.9999969,0.30704486,0.99973565,0.0009225879,0.99999917,0.023260878,0.9999801,0.013100729,0.9999879,0.12509064,0.9998807,0.03825239,0.9999629,0.003571709,0.9999967,0.23173456,0.9997722,0.3610092,0.9996631,0.029901884,0.9999729,0.019161524,0.9999837,-0.00009999966,-0.00009996929,-0.00009999991,-0.00009999768,-0.00009999869,-0.00009998748,-0.00009999617,-0.00009999964,-0.00009997682,-0.000099963894,-0.00009999701,-0.000099998084,0.000099999685,0.000099973564,0.00009999992,0.000099998004,0.00009999879,0.000099988065,0.00009999629,0.00009999967,0.00009997722,0.00009996631,0.00009999728,0.00009999837,-0.000099990364,9.998072e-9,0.0000999911,-8.881784e-16,NaN,NaN,NaN
25.0,50.0,0.8999999761581421,1.0,18.0,1.25,14,1.0,30,0.0072069215,0.9999932,0.3782819,0.99967206,0.0011194032,0.99999905,0.04850293,0.9999585,0.0297862,0.99997264,0.18431641,0.9998251,0.04128531,0.9999603,0.0027248985,0.9999975,0.3384338,0.99966985,0.3160425,0.9996897,0.030284267,0.9999729,0.028208576,0.9999763,-0.00009999928,-0.00009996217,-0.00009999988,-0.000099995144,-0.000099997014,-0.00009998157,-0.000099995865,-0.00009999972,-0.00009996616,-0.0000999684,-0.00009999697,-0.00009999718,0.00009999932,0.000099967205,0.0000999999,0.00009999585,0.00009999726,0.000099982506,0.000099996025,0.00009999975,0.00009996698,0.000099968966,0.00009999728,0.000099997626,-0.00009998828,9.997656e-9,0.00009998906,-8.881784e-16,NaN,NaN,NaN
25.0,55.0,0.8999999761581421,1.0,10.0,1.25,14,0.004999999888241291,30,0.001715694,0.9999984,0.41005263,0.9996454,0.00035182395,0.99999964,0.017086595,0.99998635,0.046414476,0.9999562,0.09943994,0.9999099,0.034456324,0.99996597,0.0038749997,0.99999636,0.10078222,0.99990034,0.13719054,0.99986804,0.028063148,0.99997485,0.016765675,0.99998534,-0.00009999982,-0.00009995899,-0.00009999996,-0.00009999829,-0.000099995355,-0.00009999006,-0.000099996556,-0.00009999961,-0.00009998992,-0.000099986275,-0.00009999719,-0.000099998324,0.00009999984,0.00009996454,0.00009999996,0.00009999863,0.00009999562,0.00009999098,0.00009999659,0.000099999634,0.00009999003,0.0000999868,0.00009999748,0.00009999853,-0.00009999253,9.998506e-9,0.000099993216,-8.881784e-16,NaN,NaN,NaN
