rsi_entry,rsi_exit,exposure,tp_mult,sl_mult,bb_std,atr_window,bb_width_threshold,leverage,waiting_number,equity_2013,drawdown_2013,equity_2014,drawdown_2014,equity_2015,drawdown_2015,equity_2016,drawdown_2016,equity_2017,drawdown_2017,equity_2018,drawdown_2018,equity_2019,drawdown_2019,ret_2013,ret_2014,ret_2015,ret_2016,ret_2017,ret_2018,ret_2019,dd_2013,dd_2014,dd_2015,dd_2016,dd_2017,dd_2018,dd_2019,mean_return,mean_sq_return,mean_drawdown,var_return,std_return,rel_volatility,score
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,18,805648.1,0.26708606,27310.627,0.108495,548277950.0,0.24165411,70533.805,0.44209737,48797.375,0.09299066,2063647.4,0.50260806,729.79456,0.3334343,0.08046482,0.0026310629,54.827698,0.0069533805,0.004779738,0.20626473,-0.000027020544,0.000026708605,0.0000108495,0.00002416541,0.000044209737,0.000009299066,0.000050260805,0.00003334343,7.875538,429.44653,0.000028405222,367.42242,19.168266,2.4338994,5.2694807
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,16,844658.75,0.26708606,26096.86,0.118459105,477284740.0,0.23532459,73341.36,0.44278514,45933.05,0.07587677,2021876.0,0.5019963,718.74817,0.3341009,0.08436588,0.002509686,47.728374,0.007234136,0.004493305,0.20208761,-0.000028125178,0.000026708605,0.00001184591,0.000023532459,0.000044278513,0.000007587677,0.000050199626,0.000033410088,6.861291,325.43512,0.000028223269,278.35782,16.68406,2.431621,4.559736
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,12,595124.0,0.26708606,20928.732,0.11533392,467464860.0,0.22744195,106439.8,0.4510515,37031.54,0.077169314,2016062.1,0.50387126,706.215,0.33493653,0.0594124,0.0019928734,46.746387,0.01054398,0.0036031539,0.20150623,-0.00002937849,0.000026708605,0.000011533392,0.000022744194,0.00004510515,0.000007716932,0.000050387123,0.000033493652,6.7176313,312.1813,0.000028241293,267.05475,16.34181,2.4326744,4.459069
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,14,706352.56,0.26708606,25884.94,0.12769318,438226000.0,0.23276538,95279.984,0.44345418,42435.645,0.07946222,1958094.6,0.498237,704.80853,0.3347694,0.07053526,0.0024884942,43.8225,0.009427999,0.0041435645,0.19570947,-0.00002951914,0.000026708605,0.000012769317,0.000023276538,0.000044345416,0.0000079462225,0.0000498237,0.00003347694,6.3006816,274.35068,0.000028335247,234.65208,15.318357,2.4312222,4.1673493
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,10,663463.25,0.26708606,18585.877,0.108127445,418480480.0,0.21463446,118802.69,0.4496615,42529.836,0.1048357,2000748.9,0.50243664,689.303,0.3347694,0.06624632,0.0017585878,41.84795,0.011780269,0.004152984,0.1999749,-0.000031069696,0.000026708605,0.000010812744,0.000021463446,0.00004496615,0.000010483569,0.000050243663,0.00003347694,6.018833,250.18507,0.000028307873,213.95872,14.627328,2.4302597,3.9701512
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,8,762225.75,0.26708606,17091.914,0.10952832,403850780.0,0.22981958,174011.16,0.45540404,38587.1,0.0851272,1781723.8,0.4973588,670.6533,0.33510363,0.076122575,0.0016091914,40.38498,0.017301116,0.0037587103,0.17807238,-0.000032934666,0.000026708605,0.000010952832,0.000022981958,0.000045540404,0.000008512719,0.000049735878,0.00003351036,5.8088303,232.99776,0.000028277535,199.25525,14.11578,2.4300554,3.82317
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,1,607666.75,0.27662647,15965.624,0.12785687,390520300.0,0.20015472,80046.96,0.45239887,21672.855,0.114948794,1053565.0,0.49098647,630.39856,0.37817693,0.06066668,0.0014965624,39.05193,0.007904696,0.0020672856,0.105256505,-0.00003696014,0.000027662647,0.0000127856865,0.000020015472,0.000045239885,0.000011494879,0.000049098646,0.000037817692,5.604183,217.86685,0.000029159271,186.45998,13.655035,2.436579,3.6792645
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,20,802821.4,0.26708606,27626.105,0.108495,370697000.0,0.2364925,78945.49,0.43683222,48175.74,0.124755554,2093093.8,0.5111365,705.9638,0.33593732,0.08018214,0.0026626105,37.0696,0.007794549,0.004717574,0.20920937,-0.000029403614,0.000026708605,0.0000108495,0.000023649249,0.00004368322,0.000012475555,0.000051113646,0.000033593733,5.339162,196.31506,0.000028867644,167.80841,12.954088,2.42624,3.4947834
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,5,842891.94,0.26708606,18242.914,0.1206308,332938370.0,0.22022034,128464.69,0.4460263,36933.992,0.0939419,1504673.0,0.51155835,654.6163,0.3510929,0.08418919,0.0017242914,33.293736,0.012746469,0.0035933994,0.1503673,-0.00003453837,0.000026708605,0.000012063079,0.000022022034,0.000044602628,0.00000939419,0.000051155836,0.00003510929,4.7923317,158.35753,0.000028722237,135.39108,11.635767,2.427997,3.1118267
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,2,654695.8,0.26958436,15081.861,0.12226141,321008900.0,0.20258747,103997.97,0.4594422,25428.404,0.0839411,1243746.8,0.4844619,649.8912,0.35642424,0.06536958,0.0014081862,32.10079,0.010299797,0.0024428405,0.12427468,-0.00003501088,0.000026958434,0.000012226141,0.000020258747,0.00004594422,0.00000839411,0.00004844619,0.000035642424,4.6149354,147.21147,0.00002826718,125.91384,11.221133,2.431482,2.9873009
