rsi_entry,rsi_exit,exposure,tp_mult,sl_mult,bb_std,atr_window,bb_width_threshold,leverage,waiting_number,equity_2020,drawdown_2020,equity_2021,drawdown_2021,equity_2022,drawdown_2022,equity_2023,drawdown_2023,equity_2024,drawdown_2024,ret_2020,ret_2021,ret_2022,ret_2023,ret_2024,dd_2020,dd_2021,dd_2022,dd_2023,dd_2024,mean_return,mean_sq_return,mean_drawdown,var_return,std_return,rel_volatility,score
40.0,60.0,0.8999999761581421,6.0,0.5,1.5,14,0.003000000026077032,30,18,38857.08,0.45150158,989.74756,0.40947303,154015.67,0.17619659,8327.429,0.3095494,41.654865,0.96906704,0.0037857078,-0.0000010252417,0.0153015675,0.0007327429,-0.00009583451,0.00004515016,0.000040947303,0.000017619659,0.00003095494,0.000096906704,0.0039446317,0.000049803126,0.000046315756,0.000034243007,0.0058517526,1.4834725,-0.14559527
