rsi_entry,rsi_exit,exposure,sl_mult,tp_mult,bb_std,atr_window,bb_width_threshold,equity_2013,drawdown_2013,equity_2014,drawdown_2014,equity_2015,drawdown_2015,equity_2016,drawdown_2016,equity_2017,drawdown_2017,equity_2018,drawdown_2018,equity_2019,drawdown_2019,equity_2020,drawdown_2020,equity_2021,drawdown_2021,equity_2022,drawdown_2022,equity_2023,drawdown_2023,equity_2024,drawdown_2024,mean_equity,mean_drawdown,mean_squared_equity,var_equity,std_equity,rel_volatility,score
45.0,55.0,0.8999999761581421,0.30000001192092896,14.0,1.25,14,0.00800000037997961,4.22007e13,1.0,2678400.8,1.0,4.6141538e17,1.0,62654996000.0,1.0,23482812.0,1.0,12799837000.0,1.0,21.710299,1.0,1652712400.0,1.0,4655.5444,1.0,6.630029e13,1.0,2197568.5,1.0,163.95857,1.0,3.846033e16,1.0,1.7742013e34,1.6262816e34,1.2752575e17,3.3157737,1.9230164e16
