Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Cash,Reason,sl,tp,rsi_entry,rsi_exit,bb_std,exposure
2021-01-04 00:17:00,2021-01-04 00:34:00,1.22422,1.22467,49010.79871264968,22.054859420684487,1022.0548594206845,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-04 07:00:00,2021-01-04 07:21:00,1.22891,1.2298,49900.555423294674,44.411494326735124,1066.4663537474196,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-04 08:25:00,2021-01-04 12:37:00,1.22886,1.22608,52071.00989929298,-144.75740752003472,921.7089462273849,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-04 13:09:00,2021-01-04 13:59:00,1.22463,1.22509,45158.567709139155,20.772941146199717,942.4818873735846,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-04 18:05:00,2021-01-04 18:12:00,1.22474,1.22518,46172.17796627454,20.31575830516061,962.7976456787452,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-04 23:12:00,2021-01-05 00:01:00,1.22675,1.22703,47090.164043794335,13.185245932265143,975.9828916110104,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-05 02:02:00,2021-01-05 02:20:00,1.22669,1.22695,47737.38556331315,12.411720246457932,988.3946118574682,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-05 07:15:00,2021-01-05 07:35:00,1.22735,1.22754,48318.472083308014,9.180509695835022,997.5751215533032,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-05 13:52:00,2021-01-05 14:31:00,1.22943,1.22988,48684.76228268238,21.908143027210063,1019.4832645805133,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-05 15:41:00,2021-01-05 16:47:00,1.22954,1.22957,49749.49645788733,1.492484893735351,1020.9757494742486,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-05 20:18:00,2021-01-05 22:05:00,1.22928,1.22865,49832.86555419019,-31.394705299135257,989.5810441751133,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-06 08:58:00,2021-01-06 09:39:00,1.23173,1.23079,48204.446307637874,-45.31217952917675,944.2688646459366,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-06 11:11:00,2021-01-06 11:49:00,1.22687,1.22847,46179.40929255439,73.88705486808914,1018.1559195140258,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-06 19:02:00,2021-01-06 19:15:00,1.23331,1.23432,49532.84670589028,50.02817517295797,1068.1840946869838,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-06 19:41:00,2021-01-06 22:13:00,1.23317,1.23259,51972.59557175331,-30.144105431618215,1038.0399892553655,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-06 23:58:00,2021-01-07 01:17:00,1.2324,1.23164,50537.48730551926,-38.40849035218816,999.6314989031773,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 04:00:00,2021-01-07 06:35:00,1.22911,1.22617,48797.82113414637,-143.46559413438752,856.1659047687898,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 09:45:00,2021-01-07 11:07:00,1.22547,1.22701,41918.57351557148,64.55460321397483,920.7205079827646,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 12:28:00,2021-01-07 12:49:00,1.22588,1.22665,45064.142068526984,34.69938939276296,955.4198973755276,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 14:19:00,2021-01-07 14:44:00,1.22678,1.22707,46728.17770303694,13.551171533886484,968.9710689094142,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 17:17:00,2021-01-07 17:54:00,1.22629,1.22678,47409.88194845008,23.230842154734823,992.2019110641489,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 19:03:00,2021-01-07 19:30:00,1.22652,1.22709,48537.41860210101,27.666328603195605,1019.8682396673445,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 19:38:00,2021-01-07 20:55:00,1.22587,1.22513,49917.27865111363,-36.93878620182223,982.9294534655222,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-07 23:06:00,2021-01-07 23:19:00,1.22592,1.2262,48107.35383053653,13.470059072553017,996.3995125380752,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-08 01:00:00,2021-01-08 01:12:00,1.22582,1.22635,48770.59499134009,25.84841534541715,1022.2479278834924,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-08 02:11:00,2021-01-08 03:54:00,1.22589,1.22322,50032.93580419902,-133.5879385972089,888.6599892862835,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-08 09:52:00,2021-01-08 10:54:00,1.2248,1.22374,43533.31103623204,-46.14530969840861,842.5146795878749,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-08 12:04:00,2021-01-08 14:33:00,1.22466,1.2211,41277.481729845415,-146.94783495824998,695.5668446296249,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-08 16:35:00,2021-01-10 20:05:00,1.22171,1.21895,34160.325018030046,-94.28249704976619,601.2843475798587,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-10 20:16:00,2021-01-10 20:48:00,1.21771,1.21805,29626.972641098062,10.073170697973547,611.3575182778322,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-10 21:07:00,2021-01-10 21:27:00,1.21703,1.21762,30140.137134392684,17.782680909287716,629.14019918712,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-10 22:49:00,2021-01-11 00:35:00,1.21707,1.21748,31015.810061234926,12.716482125100098,641.8566813122201,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-11 02:34:00,2021-01-11 05:56:00,1.21825,1.21672,31612.0672101237,-48.36646283149025,593.4902184807298,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-11 07:16:00,2021-01-11 07:29:00,1.21557,1.21649,29294.415878019194,26.950862607778593,620.4410810885084,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-11 15:39:00,2021-01-11 16:18:00,1.2155,1.2156,30626.46225035829,3.0626462250354916,623.5037273135439,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-11 23:26:00,2021-01-12 00:21:00,1.21434,1.21425,30807.042211252723,-2.7726337990103875,620.7310935145335,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-12 08:22:00,2021-01-12 12:55:00,1.21507,1.21773,30651.621397015817,81.53331291605853,702.2644064305921,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-13 03:50:00,2021-01-13 07:46:00,1.21867,1.21721,34575.286489234604,-50.47991827428311,651.784488156309,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-13 12:19:00,2021-01-13 12:49:00,1.21401,1.21652,32213.136044495957,80.85497147168525,732.6394596279943,Signal Exit,0.006,0.02,35,55,1.75,0.6
2021-01-13 14:28:00,2021-01-13 15:29:00,1.21549,1.21573,36165.141282675846,8.679633907842852,741.319093535837,Signal Exit,0.006,0.02,35,55,1.75,0.6
